Time ,N (m),E (m),gndAlt,velLL X  ,velLL Y  ,velLL Z  ,Roll ,Pitch,Yaw  ,Body Accel Z,Nav Acc Z,Nav Yaw Rate,Baro Update Count,GPS Update Count,Accel Update Count,Ground Align Update Count,Nav Roll,Nav Pitch,Accel Bias X (g),Accel Bias Y (g),Accel Bias Z (g),Gravity,Gravity Bias,Roll Error,Pitch Error,Yaw Error,Vel N Error,Vel E Error,Vel D Error,N Error (m),E Error (m),Alt Error (m),Acc Body X Error,Acc Body Y Error,Acc Body Z Error,p Error,q Error,r Error,Roll Stdev,Pitch Stdev,Yaw Stdev,N Stdev,E Stdev,Alt Stdev,VN Stdev,VE Stdev,VD Stdev,
19.000000,-6.014892,9.816717,13.672062,0.568854,2.445561,-1.481223,1.773733,-0.380089,44.930301,-0.053116,0.122897,0.053079,17.000000,18.000000,38.000000,0.000000,-0.002697,0.001745,0.008227,-0.002516,-0.080969,9.819459,-0.000001,-1.777521,0.382846,-31.787407,0.412292,0.170414,-0.016928,0.578380,-0.116212,-0.064790,-0.106216,0.071309,0.110686,-0.019934,0.025550,0.049397,0.455763,0.416985,23.118271,1.584325,1.542404,0.266018,0.389001,0.300461,0.139712,
19.500000,-6.693636,10.908576,14.430218,0.593066,2.562782,-1.526762,1.765508,-0.374469,44.926866,-0.064641,0.122786,0.050534,18.000000,19.000000,38.000000,0.000000,-0.002088,0.001903,0.007566,-0.002590,-0.081039,9.819457,-0.000000,-1.768619,0.377380,-27.570668,0.156330,0.079199,0.027092,0.270461,-0.169337,0.044048,-0.099777,0.072795,0.113276,-0.023542,0.028547,0.047766,0.460231,0.423980,21.769252,1.456842,1.434166,0.216869,0.343808,0.277591,0.126393,
20.000000,-7.404405,12.049242,15.195219,0.615901,2.675124,-1.531179,1.761230,-0.369510,44.923489,-0.044055,0.114004,0.055623,18.000000,19.000000,38.000000,0.000000,-0.002457,0.002145,0.007566,-0.002590,-0.081039,9.819455,-0.000000,-1.764747,0.372805,-27.574838,0.185126,0.098524,0.031897,0.355796,-0.124342,0.058709,-0.098492,0.073042,0.109803,-0.020667,0.022947,0.048840,0.464769,0.430864,21.769375,1.576465,1.534182,0.265927,0.364511,0.293287,0.139640,
20.500000,-8.146106,13.236712,15.949357,0.637492,2.783457,-1.501867,1.761385,-0.364583,44.920357,-0.050568,0.119046,0.055623,19.000000,20.000000,38.000000,0.000000,-0.002561,0.002108,0.007014,-0.002765,-0.080984,9.819452,-0.000001,-1.764816,0.367814,-22.101975,-0.249782,-0.071391,0.004287,-1.022179,-0.361375,-0.026745,-0.091022,0.075539,0.109579,-0.025001,0.026222,0.048234,0.469157,0.437638,20.750286,1.453373,1.428753,0.216821,0.325175,0.271804,0.126341,
21.000000,-8.918223,14.469834,16.702314,0.658237,2.889702,-1.507306,1.757339,-0.360574,44.916591,-0.061924,0.116649,0.050534,19.000000,20.000000,38.000000,0.000000,-0.002777,0.001638,0.007014,-0.002765,-0.080984,9.819450,-0.000001,-1.760977,0.363253,-22.106214,-0.231345,-0.054112,0.008916,-1.142533,-0.392231,-0.023536,-0.091364,0.076711,0.108195,-0.025194,0.027767,0.048765,0.473610,0.444310,20.750416,1.568148,1.526384,0.265848,0.343291,0.286783,0.139572,
21.500000,-9.720202,15.747506,17.472478,0.678224,2.993336,-1.551678,1.748571,-0.356139,44.913238,-0.067401,0.112436,0.050534,20.000000,21.000000,38.000000,0.000000,-0.001885,0.001714,0.008004,-0.001577,-0.081042,9.819448,-0.000000,-1.751512,0.358896,-24.620865,-0.095662,-0.135875,0.051911,-1.643436,-1.431853,0.060053,-0.100518,0.066149,0.109335,-0.018857,0.030498,0.048288,0.477922,0.450882,19.975426,1.449188,1.423534,0.216778,0.307535,0.266674,0.126291,
22.000000,-10.550870,17.067727,18.250036,0.696909,3.092052,-1.556265,1.743866,-0.351288,44.909637,-0.050074,0.127597,0.047990,20.000000,21.000000,38.000000,0.000000,-0.003017,0.001765,0.008004,-0.001577,-0.081042,9.819446,-0.000000,-1.747726,0.354226,-24.625039,-0.077837,-0.123556,0.057154,-1.686860,-1.496250,0.087229,-0.098458,0.066461,0.111253,-0.025629,0.024908,0.047762,0.482294,0.457361,19.975561,1.558874,1.519057,0.265774,0.322015,0.281206,0.139503,
22.500000,-11.409395,18.428951,19.038255,0.714634,3.187811,-1.581367,1.738282,-0.346750,44.906092,-0.065524,0.113579,0.050534,21.000000,22.000000,38.000000,0.000000,-0.003023,0.001687,0.007735,-0.002133,-0.081078,9.819444,-0.000000,-1.742293,0.349578,-24.324534,-0.065787,-0.025447,0.082157,-1.526128,-0.971691,0.203244,-0.095332,0.073596,0.113098,-0.021408,0.025743,0.047569,0.486537,0.463749,19.425791,1.444276,1.418533,0.216737,0.291072,0.262226,0.126240,
23.000000,-12.294790,19.829395,19.830909,0.731218,3.279582,-1.586764,1.735397,-0.342108,44.902530,-0.039330,0.117567,0.053079,21.000000,22.000000,38.000000,0.000000,-0.002247,0.001802,0.007735,-0.002133,-0.081078,9.819442,-0.000000,-1.738628,0.344989,-24.328800,-0.050629,-0.010155,0.087753,-1.555283,-0.980151,0.245629,-0.094954,0.074631,0.105730,-0.023072,0.023053,0.048260,0.490833,0.470050,19.425929,1.549083,1.512194,0.265701,0.304424,0.276321,0.139437,
23.500000,-13.205926,21.267053,20.815718,0.746572,3.366982,-1.541012,1.735918,-0.337161,44.899337,-0.061249,0.118387,0.055623,22.000000,23.000000,38.000000,0.000000,-0.003458,0.002175,0.007609,-0.002701,-0.080999,9.819438,-0.000001,-1.740321,0.340411,-23.642527,-0.118145,0.082236,0.044066,-1.957249,-0.126343,0.148517,-0.093510,0.079561,0.109780,-0.026412,0.023151,0.049503,0.495011,0.476268,19.036454,1.438547,1.413777,0.216696,0.277586,0.258283,0.126192,
24.000000,-14.142406,22.740987,21.863987,0.761282,3.453021,-1.547992,1.732873,-0.332968,44.896038,-0.042486,0.103222,0.055623,22.000000,23.000000,38.000000,0.000000,-0.002606,0.001641,0.007609,-0.002701,-0.080999,9.819436,-0.000001,-1.736574,0.335786,-23.646722,-0.106248,0.099790,0.049445,-2.013397,-0.080408,0.171803,-0.091534,0.079764,0.101927,-0.020685,0.027028,0.047588,0.499234,0.482406,19.036595,1.538927,1.505759,0.265632,0.290198,0.271972,0.139374,
24.500000,-15.103651,24.250062,22.965501,0.775131,3.536197,-1.573342,1.727902,-0.328855,44.892425,-0.047291,0.108331,0.055623,23.000000,24.000000,38.000000,0.000000,-0.002760,0.001404,0.007481,-0.003032,-0.081032,9.819434,-0.000000,-1.731768,0.331349,-24.189668,-0.022016,0.208844,0.074043,-1.709410,0.305234,0.266511,-0.089939,0.085136,0.108318,-0.019005,0.032202,0.047543,0.503348,0.488466,18.763198,1.432166,1.409262,0.216658,0.266528,0.254763,0.126147,
25.000000,-16.088696,25.792590,24.116571,0.787912,3.615482,-1.578437,1.724603,-0.323620,44.889068,-0.058733,0.114713,0.053079,23.000000,24.000000,38.000000,0.000000,-0.002505,0.002002,0.007481,-0.003032,-0.081032,9.819432,-0.000000,-1.728023,0.326732,-24.193954,-0.011639,0.228695,0.079851,-1.717866,0.415016,0.304906,-0.089678,0.085081,0.109587,-0.025538,0.027451,0.048546,0.507501,0.494452,18.763341,1.528521,1.499733,0.265565,0.278475,0.268116,0.139315,
