Time ,N (m),E (m),gndAlt,velLL X  ,velLL Y  ,velLL Z  ,Roll ,Pitch,Yaw  ,Body Accel Z,Baro Altitude,GPS posENU[0],GPS posENU[1],GPS posENU[2],Nav Acc Z,Nav Yaw Rate,Baro Update Count,GPS Update Count,Accel Update Count,Ground Align Update Count,Nav Roll,Nav Pitch,Accel Bias X (g),Accel Bias Y (g),Accel Bias Z (g),Gravity,Gravity Bias,Roll Error,Pitch Error,Yaw Error,Vel N Error,Vel E Error,Vel D Error,N Error (m),E Error (m),Alt Error (m),Acc Body X Error,Acc Body Y Error,Acc Body Z Error,p Error,q Error,r Error,VN Stdev,VE Stdev,Accel Bias X Stdev,Accel Bias Y Stdev,GPSResidual[GPS_N],GPSResidual[GPS_E],GPSResidual[GPS_ALT],GPSResidual[GPS_VN],GPSResidual[GPS_VE],GPSResidual[GPS_VD],onGround,movingDetection,
188.500000,-27.129300,-26.958337,96.008486,1.290230,0.532607,-0.152491,0.344665,0.138075,99.439202,-0.072721,89.093177,-27.878256,-27.568683,88.418353,-0.107793,-0.107863,187.000000,188.000000,34.000000,9.000000,-0.467884,0.505306,0.002503,0.012407,-0.078522,9.829767,0.010542,-0.811228,0.360755,-16.500212,-0.093427,-0.001804,-0.041223,-0.572844,-0.575161,0.177103,0.091836,-0.053749,-0.041869,0.152099,-0.140095,-0.120188,0.086851,0.085216,0.001113,0.001101,-0.104588,0.013228,-0.482297,0.049226,0.001390,-0.045571,0.000000,1.000000,
189.000000,-27.502373,-26.369801,96.178228,1.278659,0.548591,-0.152419,0.034128,-0.002281,99.436576,-0.063089,89.093177,-27.878256,-27.568683,88.418353,-0.108907,-0.106590,187.000000,188.000000,34.000000,9.000000,-0.764349,0.354929,0.002503,0.012407,-0.078522,9.829766,0.010542,-0.806557,0.358297,-16.500478,-0.113519,0.008788,-0.042405,-0.625256,-0.573415,0.156535,0.093388,-0.051039,-0.045627,0.114722,-0.133341,-0.120159,0.136997,0.134189,0.001113,0.001101,-0.104588,0.013228,-0.482297,0.049226,0.001390,-0.045571,0.000000,1.000000,
189.500000,-27.878640,-25.786829,96.362598,1.266956,0.573076,-0.210392,1.061351,0.092230,99.435778,-0.064083,89.247029,-27.046849,-28.688071,88.660352,-0.091206,-0.112952,188.000000,189.000000,34.000000,9.000000,0.261867,0.448468,0.002497,0.012474,-0.078547,9.829814,0.010590,-0.792738,0.358260,-16.493042,-0.010327,0.011521,0.012919,-0.651117,-0.624067,0.187963,0.093537,-0.051692,-0.036526,0.199570,-0.128792,-0.122115,0.086851,0.085217,0.001110,0.001098,-0.384718,-0.340983,-0.451887,0.130101,-0.008191,0.074169,0.000000,1.000000,
190.000000,-28.283251,-25.216218,96.568539,1.250235,0.637996,-0.208335,0.344866,0.076580,99.433957,-0.060028,89.247029,-27.046849,-28.688071,88.660352,-0.104906,-0.109135,188.000000,189.000000,34.000000,9.000000,-0.424716,0.431401,0.002497,0.012474,-0.078547,9.829813,0.010590,-0.787568,0.354819,-16.495240,-0.033784,0.036955,0.012070,-0.662956,-0.611473,0.194570,0.093689,-0.045359,-0.047446,0.109166,-0.131177,-0.120638,0.136993,0.134191,0.001110,0.001098,-0.384718,-0.340983,-0.451887,0.130101,-0.008191,0.074169,0.000000,1.000000,
190.500000,-28.553491,-24.763901,97.020106,0.342464,-0.233867,-0.769099,-19.571196,18.871738,96.148586,-2.358896,89.295090,-25.736157,-29.231143,89.090355,-2.493032,-0.096412,189.000000,190.000000,34.000000,9.000000,-20.483943,19.198157,0.002498,0.012485,-0.078535,9.829801,0.010579,-0.862522,0.296400,-16.770351,-0.288788,-0.199899,-0.014717,-0.717663,-0.654469,0.188598,0.100412,-0.048227,-0.119077,-1.021349,0.883735,-0.123285,0.088343,0.085906,0.001107,0.001096,-0.111715,-0.138740,-0.270222,0.022608,-0.008024,-0.026829,0.000000,1.000000,
191.000000,-28.057870,-24.877801,97.288059,-0.859830,-1.404647,-0.787529,-5.727853,5.676347,99.088343,-0.248016,89.295090,-25.736157,-29.231143,89.090355,-0.335160,-0.111679,189.000000,190.000000,34.000000,9.000000,-6.744384,6.257157,0.002498,0.012485,-0.078535,9.829800,0.010579,-0.806517,0.342708,-16.576680,-0.632127,-0.555700,-0.024703,-0.959006,-0.867776,0.178873,0.048667,-0.093305,-0.075328,0.333904,-0.363979,-0.123332,0.142981,0.136947,0.001107,0.001096,-0.111715,-0.138740,-0.270222,0.022608,-0.008024,-0.026829,0.000000,1.000000,
191.500000,-27.243447,-25.243445,97.472545,-1.116615,-1.394859,-0.774211,5.964383,5.061161,99.610849,-0.242381,90.315148,-25.980690,-28.344505,89.797358,-0.253866,-0.107863,190.000000,191.000000,34.000000,9.000000,5.051068,5.349309,0.001981,0.012649,-0.078521,9.829935,0.010714,-0.811913,0.356933,-14.796527,-0.054530,0.055030,-0.027123,-0.741209,-0.713542,0.160218,0.113893,-0.075264,-0.026900,0.712456,0.311531,-0.121439,0.086917,0.085213,0.001102,0.001094,0.486689,0.024727,-0.399053,0.652287,0.591149,0.017255,0.000000,1.000000,
192.000000,-26.575449,-25.801391,97.691775,-1.487965,-0.919321,-0.771248,3.220693,2.748946,99.416685,-0.123626,90.315148,-25.980690,-28.344505,89.797358,-0.160231,-0.112952,190.000000,191.000000,34.000000,9.000000,2.514116,3.176571,0.001981,0.012649,-0.078521,9.829933,0.010714,-0.802051,0.356249,-14.768209,-0.174372,0.181524,-0.027953,-0.803751,-0.653497,0.146912,0.084739,-0.033729,-0.040035,0.090694,-0.151746,-0.124198,0.137280,0.134514,0.001102,0.001094,0.486689,0.024727,-0.399053,0.652287,0.591149,0.017255,0.000000,1.000000,
192.500000,-26.040153,-26.492682,97.949930,-1.518359,-0.757217,-0.803410,1.798812,-1.735097,99.278215,-0.083158,91.148072,-26.694728,-27.003463,91.032361,-0.110104,-0.107863,191.000000,192.000000,34.000000,9.000000,1.062905,-1.303297,0.002063,0.012747,-0.078528,9.829972,0.010754,-0.747108,0.397907,-14.534831,-0.011398,0.035593,0.004659,-0.730524,-0.697474,0.125175,0.083596,-0.043045,-0.036131,0.218931,-0.307162,-0.121271,0.086847,0.085232,0.001099,0.001091,0.192375,-0.006695,0.029690,0.199601,-0.202957,0.056852,0.000000,1.000000,
193.000000,-25.581044,-27.144672,98.236221,-1.364479,-0.657840,-0.800618,0.271950,-1.009626,99.282486,-0.082134,91.148072,-26.694728,-27.003463,91.032361,-0.113343,-0.110407,191.000000,192.000000,34.000000,9.000000,-0.443972,-0.646768,0.002063,0.012747,-0.078528,9.829971,0.010754,-0.741656,0.392335,-14.545764,0.004958,0.068369,0.003800,-0.732354,-0.669531,0.127666,0.097126,-0.039485,-0.039109,0.089065,-0.127329,-0.122246,0.137034,0.134217,0.001099,0.001091,0.192375,-0.006695,0.029690,0.199601,-0.202957,0.056852,0.000000,1.000000,
193.500000,-25.148806,-27.748970,98.526600,-1.303505,-0.667985,-0.797095,-0.410192,-0.620474,99.281755,-0.089196,91.813610,-28.426017,-25.673498,91.444359,-0.117626,-0.112952,192.000000,193.000000,34.000000,9.000000,-1.143549,-0.231678,0.002097,0.012746,-0.078527,9.829962,0.010747,-0.737291,0.391048,-14.538904,-0.002192,0.003254,0.001170,-0.666572,-0.737276,0.135048,0.092242,-0.042337,-0.037608,0.106046,-0.173002,-0.123474,0.084237,0.082663,0.001097,0.001088,0.447982,-0.357370,-0.364597,-0.003875,-0.071040,0.004887,0.000000,0.000000,
194.000000,-24.708447,-28.324094,98.814714,-1.258386,-0.699370,-0.795419,-0.409683,-0.132947,99.276518,-0.053991,91.813610,-28.426017,-25.673498,91.444359,-0.108071,-0.106590,192.000000,193.000000,34.000000,9.000000,-1.144480,0.243067,0.002097,0.012746,-0.078527,9.829961,0.010747,-0.734524,0.385720,-14.547369,-0.011400,0.001540,-0.000338,-0.669774,-0.736145,0.135594,0.094826,-0.042949,-0.050816,0.107795,-0.130503,-0.119436,0.135352,0.132569,0.001097,0.001088,0.447982,-0.357370,-0.364597,-0.003875,-0.071040,0.004887,0.000000,0.000000,
194.500000,-24.255903,-28.885529,99.089627,-1.256734,-0.721929,-0.759183,-0.205985,0.322787,99.272566,-0.080803,92.583923,-29.795400,-24.908767,91.780356,-0.118710,-0.107863,193.000000,194.000000,34.000000,9.000000,-0.943401,0.717497,0.002084,0.012751,-0.078506,9.829957,0.010744,-0.736308,0.398861,-14.555770,-0.015389,0.018968,-0.034856,-0.627901,-0.793406,0.145358,0.091174,-0.043778,-0.043701,0.115829,-0.116359,-0.122284,0.084229,0.082660,0.001094,0.001086,0.274285,-0.486506,-0.814362,0.016111,0.021009,-0.036004,0.000000,1.000000,
195.000000,-23.794765,-29.451326,99.353968,-1.272402,-0.735018,-0.758538,-0.273329,0.223745,99.271371,-0.082067,92.583923,-29.795400,-24.908767,91.780356,-0.116300,-0.107863,193.000000,194.000000,34.000000,9.000000,-1.002487,0.622711,0.002084,0.012751,-0.078506,9.829955,0.010744,-0.732463,0.396585,-14.556890,-0.040589,0.020013,-0.036402,-0.642376,-0.783983,0.127876,0.090718,-0.042695,-0.037611,0.120957,-0.127588,-0.121576,0.135336,0.132565,0.001094,0.001086,0.274285,-0.486506,-0.814362,0.016111,0.021009,-0.036004,0.000000,0.000000,
195.500000,-23.443716,-29.936148,99.433805,-0.550803,-0.046234,0.181665,20.920700,-20.382890,96.486428,-2.837308,93.220851,-30.450753,-24.421118,93.227354,-1.637747,3.501552,194.000000,195.000000,34.000000,9.000000,20.124577,-19.985906,0.002119,0.012776,-0.078542,9.829992,0.010781,-0.773664,0.333215,-14.293140,0.155845,0.116020,0.041353,-0.644078,-0.793643,0.179988,0.094165,-0.029467,0.433749,1.139077,-1.135536,-0.125058,0.085669,0.083918,0.001091,0.001083,-0.176144,0.027552,-0.088095,0.039648,-0.067841,0.078609,0.000000,1.000000,
196.000000,-23.866074,-29.852599,99.523582,0.918566,1.307014,-0.028039,6.033636,-6.670659,101.597860,-0.365590,93.220851,-30.450753,-24.421118,93.227354,-0.428556,3.487557,194.000000,195.000000,34.000000,9.000000,5.583277,-6.577068,0.002119,0.012776,-0.078542,9.829992,0.010781,-0.687428,0.382108,-14.483323,0.475126,0.495193,0.038774,-0.475404,-0.615101,0.199208,0.151959,0.015412,-0.042850,-0.141741,0.133675,-0.131242,0.141285,0.135755,0.001091,0.001083,-0.176144,0.027552,-0.088095,0.039648,-0.067841,0.078609,0.000000,1.000000,
196.500000,-24.660619,-29.484301,99.728079,1.171961,1.302079,0.047527,-4.848193,-3.173321,103.946161,-0.216240,93.147444,-30.411627,-24.908770,92.874353,-0.208219,3.479924,195.000000,196.000000,34.000000,9.000000,-5.693141,-2.610380,0.002265,0.012501,-0.078582,9.829455,0.010244,-0.942340,0.493855,-13.105115,0.021036,-0.057833,-0.029816,-0.623491,-0.790156,0.206074,0.058580,-0.056674,-0.030026,-0.404155,-0.494802,-0.133611,0.084308,0.082689,0.001089,0.001079,-0.333014,-0.220708,-0.370805,-0.476499,-0.563435,-0.076323,0.000000,1.000000,
197.000000,-25.344366,-28.979234,99.878866,1.450535,0.860297,0.036443,-2.745703,-1.760559,105.662082,-0.136405,93.147444,-30.411627,-24.908770,92.874353,-0.160444,3.482468,195.000000,196.000000,34.000000,9.000000,-3.753905,-1.301029,0.002265,0.012501,-0.078582,9.829455,0.010244,-0.928561,0.514418,-13.131068,0.087725,-0.147087,-0.031665,-0.593238,-0.842358,0.190954,0.080238,-0.090344,-0.043532,0.134548,-0.116398,-0.132497,0.135553,0.132791,0.001089,0.001079,-0.333014,-0.220708,-0.370805,-0.476499,-0.563435,-0.076323,0.000000,1.000000,
197.500000,-25.924038,-28.375065,100.023847,1.467884,0.706024,0.006976,-0.497904,1.885517,107.395567,-0.041121,93.127342,-29.687816,-26.438230,93.220350,-0.047068,3.479924,196.000000,197.000000,34.000000,9.000000,-1.436160,2.383337,0.002167,0.012451,-0.078586,9.829478,0.010267,-0.923190,0.532409,-13.098463,-0.008663,-0.023414,-0.024592,-0.654242,-0.824001,0.198009,0.074095,-0.076406,-0.035283,0.094895,0.036728,-0.132010,0.084228,0.082668,0.001085,0.001076,-0.260399,-0.095072,-0.019190,-0.098809,0.164959,0.002382,0.000000,1.000000,
198.000000,-26.461355,-27.820996,100.149802,1.321504,0.651982,0.022437,0.273139,1.266114,109.194214,-0.077794,93.127342,-29.687816,-26.438230,93.220350,-0.108666,3.479924,196.000000,197.000000,34.000000,9.000000,-0.637760,1.852057,0.002167,0.012451,-0.078586,9.829478,0.010267,-0.904571,0.560328,-13.093884,-0.051860,-0.045243,-0.025244,-0.669977,-0.842969,0.185981,0.055724,-0.070459,-0.036093,0.121145,-0.130226,-0.131594,0.135367,0.132576,0.001085,0.001076,-0.260399,-0.095072,-0.019190,-0.098809,0.164959,0.002382,0.000000,1.000000,
198.500000,-26.987295,-27.326555,100.291465,1.270442,0.658928,-0.053315,1.136760,0.408939,110.988005,0.116402,93.309829,-27.907619,-27.202963,92.985355,0.106436,3.479924,197.000000,198.000000,34.000000,9.000000,0.250987,1.016975,0.002157,0.012486,-0.078597,9.829515,0.010303,-0.879786,0.601612,-13.077381,-0.005865,-0.024102,0.004999,-0.625546,-0.768072,0.207926,0.054072,-0.066767,-0.031628,0.165379,-0.125576,-0.131653,0.084241,0.082667,0.001083,0.001073,0.173937,0.544124,-0.269532,0.073067,0.029729,0.038267,0.000000,1.000000,
199.000000,-27.539249,-26.867259,100.442728,1.261437,0.697929,-0.011678,0.665775,0.149636,112.784525,-0.080053,93.309829,-27.907619,-27.202963,92.985355,-0.085988,3.481196,197.000000,198.000000,34.000000,9.000000,-0.176963,0.778302,0.002157,0.012486,-0.078597,9.829515,0.010303,-0.855745,0.627356,-13.077964,-0.027427,-0.026173,0.004391,-0.634872,-0.780869,0.210871,0.050550,-0.058626,-0.023281,0.106379,-0.125902,-0.132570,0.135338,0.132559,0.001083,0.001073,0.173937,0.544124,-0.269532,0.073067,0.029729,0.038267,0.000000,1.000000,
199.500000,-28.112078,-26.429764,100.602673,1.259300,0.697118,-0.057852,0.569938,0.281763,114.586697,0.148272,93.376524,-27.379430,-28.810001,92.621350,0.144228,3.476107,198.000000,199.000000,34.000000,9.000000,-0.262912,0.925965,0.002148,0.012504,-0.078596,9.829527,0.010315,-0.833411,0.646655,-13.080597,-0.016309,-0.016117,0.005651,-0.687683,-0.768736,0.239014,0.047968,-0.057226,-0.032111,0.129497,-0.118857,-0.132711,0.084240,0.082668,0.001080,0.001071,-0.376299,0.079786,-0.639507,0.031399,0.024645,0.006521,0.000000,1.000000,
200.000000,-28.696472,-26.013524,100.763263,1.251086,0.693484,-0.013338,0.345317,0.182653,116.387176,-0.052340,93.376524,-27.379430,-28.810001,92.621350,-0.080054,3.486285,198.000000,199.000000,34.000000,9.000000,-0.456832,0.854700,0.002148,0.012504,-0.078596,9.829527,0.010315,-0.807813,0.669971,-13.083937,-0.037305,-0.033004,0.005011,-0.701713,-0.781422,0.242275,0.042908,-0.052031,-0.035927,0.110438,-0.128219,-0.129830,0.135333,0.132552,0.001080,0.001071,-0.376299,0.079786,-0.639507,0.031399,0.024645,0.006521,0.000000,1.000000,
200.500000,-29.174105,-25.622691,100.905834,0.912789,0.139655,-0.051538,-9.383420,5.414118,116.753614,-0.285917,93.218716,-26.743647,-29.208993,92.905351,-0.387026,-0.107863,199.000000,200.000000,34.000000,9.000000,-10.262939,6.126596,0.002108,0.012530,-0.078601,9.829516,0.010304,-0.804506,0.666863,-13.154784,-0.047293,-0.113814,0.011853,-0.633042,-0.784576,0.275071,0.034841,-0.062842,-0.088596,-0.236190,0.085034,-0.123381,0.084269,0.083071,0.001077,0.001068,0.453714,-0.115100,-0.340242,0.040832,0.086352,0.003937,0.000000,1.000000,
201.000000,-29.266649,-25.254939,100.944645,0.628447,-0.371081,-0.018854,-2.352479,1.110101,117.193773,-0.053370,93.218716,-26.743647,-29.208993,92.905351,-0.105040,-0.107863,199.000000,200.000000,34.000000,9.000000,-3.246649,1.844592,0.002108,0.012530,-0.078601,9.829516,0.010304,-0.794767,0.672548,-13.096788,-0.071673,-0.274018,0.009650,-0.661201,-0.889805,0.280895,0.030377,-0.071186,-0.053636,0.233176,-0.194223,-0.121226,0.135445,0.133818,0.001077,0.001068,0.453714,-0.115100,-0.340242,0.040832,0.086352,0.003937,0.000000,1.000000,
201.500000,-29.224785,-24.892980,100.932126,0.564311,-0.381667,-0.029161,1.683357,1.908381,117.246673,0.070032,93.561065,-25.990486,-29.774228,92.663351,0.023023,-0.107863,200.000000,201.000000,34.000000,9.000000,0.899289,2.579411,0.001948,0.012583,-0.078616,9.829330,0.010119,-0.761572,0.695043,-12.860316,-0.032230,-0.026752,0.002804,-0.631451,-0.822944,0.282253,0.046084,-0.050971,-0.051013,0.269388,0.047946,-0.120231,0.084270,0.082693,0.001073,0.001066,0.154112,0.058977,-0.619060,0.066711,0.293814,0.009806,0.000000,1.000000,
202.000000,-29.197717,-24.604824,100.932375,0.429380,-0.256500,-0.006928,0.788201,0.757051,117.219307,-0.062665,93.561065,-25.990486,-29.774228,92.663351,-0.111643,-0.107863,200.000000,201.000000,34.000000,9.000000,0.060507,1.482484,0.001948,0.012583,-0.078616,9.829330,0.010119,-0.756013,0.694319,-12.848161,-0.086067,-0.038817,0.003000,-0.662971,-0.840255,0.284229,0.034545,-0.039609,-0.047368,0.105226,-0.140423,-0.123286,0.135400,0.132563,0.001073,0.001066,0.154112,0.058977,-0.619060,0.066711,0.293814,0.009806,0.000000,1.000000,
202.500000,-29.187928,-24.365248,100.891391,0.417712,-0.212861,0.074453,0.796687,-0.192230,117.209226,-0.283016,93.511268,-25.266672,-29.818564,93.337354,-0.318564,-0.107863,201.000000,202.000000,34.000000,9.000000,0.042233,0.493069,0.001939,0.012631,-0.078606,9.829306,0.010095,-0.752136,0.679816,-12.821048,-0.014989,-0.017360,-0.023534,-0.635794,-0.824249,0.230250,0.043127,-0.044653,-0.039187,0.172490,-0.129899,-0.121702,0.084227,0.082657,0.001071,0.001063,0.057990,0.081256,0.060416,0.097791,0.041025,-0.013758,0.000000,1.000000,
203.000000,-29.204389,-24.132404,100.871751,0.443175,-0.164150,0.033231,0.184073,-0.363548,117.205038,-0.101915,93.511268,-25.266672,-29.818564,93.337354,-0.143186,-0.107863,201.000000,202.000000,34.000000,9.000000,-0.548972,0.313749,0.001939,0.012631,-0.078606,9.829306,0.010095,-0.747237,0.677793,-12.821061,-0.028639,-0.030852,-0.024604,-0.647539,-0.836352,0.218312,0.044623,-0.040622,-0.049807,0.106619,-0.134495,-0.123077,0.135328,0.132556,0.001071,0.001063,0.057990,0.081256,0.060416,0.097791,0.041025,-0.013758,0.000000,1.000000,
203.500000,-29.236322,-23.892221,100.866663,0.463757,-0.161605,0.007479,0.101145,-0.005965,117.203012,-0.030378,93.308528,-24.738482,-30.029143,93.341355,-0.083916,-0.106590,202.000000,203.000000,34.000000,9.000000,-0.636233,0.658587,0.001924,0.012650,-0.078615,9.829314,0.010103,-0.737645,0.669632,-12.829387,-0.013756,-0.013216,-0.008485,-0.668382,-0.808623,0.207891,0.047165,-0.041665,-0.050119,0.128518,-0.108453,-0.120471,0.084227,0.082656,0.001068,0.001061,-0.156328,0.133718,0.084833,0.028337,0.041653,0.023766,0.000000,1.000000,
204.000000,-29.271560,-23.649714,100.871139,0.465743,-0.159786,0.009445,-0.112505,-0.140853,117.201176,-0.068758,93.308528,-24.738482,-30.029143,93.341355,-0.113669,-0.107863,202.000000,203.000000,34.000000,9.000000,-0.839935,0.530129,0.001924,0.012650,-0.078615,9.829314,0.010103,-0.732934,0.667520,-12.830067,-0.030205,-0.037293,-0.009464,-0.679876,-0.821624,0.203757,0.046014,-0.039915,-0.045136,0.111946,-0.130425,-0.122833,0.135323,0.132545,0.001068,0.001061,-0.156328,0.133718,0.084833,0.028337,0.041653,0.023766,0.000000,1.000000,
204.500000,-29.306358,-23.401820,100.848001,0.478681,-0.163353,0.043819,0.242984,-0.084188,117.199365,-0.168187,93.517473,-24.317885,-30.018061,93.304357,-0.208038,-0.107863,203.000000,204.000000,34.000000,9.000000,-0.482086,0.577507,0.001913,0.012676,-0.078613,9.829313,0.010102,-0.721486,0.663606,-12.832754,0.000383,-0.028646,-0.014097,-0.672155,-0.814854,0.162724,0.047880,-0.039870,-0.044866,0.144937,-0.120456,-0.120749,0.084234,0.082663,0.001065,0.001058,-0.043204,0.054896,0.026409,0.047498,0.033955,0.012088,0.000000,1.000000,
205.000000,-29.348111,-23.151944,100.844114,0.488598,-0.149355,0.020941,-0.029218,-0.203990,117.197232,-0.094632,93.517473,-24.317885,-30.018061,93.304357,-0.130091,-0.112952,203.000000,204.000000,34.000000,9.000000,-0.738052,0.459284,0.001913,0.012676,-0.078613,9.829313,0.010102,-0.717033,0.661624,-12.833611,-0.016407,-0.049506,-0.015090,-0.676703,-0.834703,0.155631,0.046848,-0.036961,-0.038343,0.114872,-0.130392,-0.123492,0.135329,0.132552,0.001065,0.001058,-0.043204,0.054896,0.026409,0.047498,0.033955,0.012088,0.000000,1.000000,
205.500000,-29.392812,-22.896136,100.884837,0.494545,-0.159217,-0.061907,-0.077760,0.300065,117.194111,0.231174,93.122742,-23.339752,-30.084558,92.579360,0.208776,-0.115496,204.000000,205.000000,34.000000,9.000000,-0.801773,0.935579,0.001888,0.012684,-0.078615,9.829319,0.010108,-0.724978,0.642690,-12.840519,-0.028119,-0.014991,-0.012063,-0.691181,-0.742921,0.207428,0.052818,-0.039743,-0.037962,0.127500,-0.090682,-0.122994,0.084225,0.082654,0.001063,0.001056,-0.035076,0.547617,-0.659217,0.003157,0.060121,-0.006592,0.000000,1.000000,
206.000000,-29.430191,-22.644296,100.904752,0.474093,-0.170320,0.001023,-0.214845,0.032343,117.192862,-0.034063,93.122742,-23.339752,-30.084558,92.579360,-0.061521,-0.107863,204.000000,205.000000,34.000000,9.000000,-0.931611,0.680655,0.001888,0.012684,-0.078615,9.829319,0.010108,-0.720402,0.641088,-12.839611,-0.050595,-0.041083,-0.013016,-0.711431,-0.757449,0.201869,0.049526,-0.038515,-0.040692,0.118886,-0.125069,-0.120616,0.135323,0.132545,0.001063,0.001056,-0.035076,0.547617,-0.659217,0.003157,0.060121,-0.006592,0.000000,1.000000,
206.500000,-29.460145,-22.391302,100.939489,0.484185,-0.175348,-0.093812,0.405845,-0.219410,117.190224,0.375945,93.415831,-22.811560,-30.428130,92.094360,0.333535,-0.115496,205.000000,206.000000,34.000000,9.000000,-0.311363,0.409062,0.001890,0.012717,-0.078615,9.829332,0.010120,-0.711203,0.627920,-12.835956,-0.001190,-0.044228,-0.009323,-0.731801,-0.699120,0.251454,0.053087,-0.039065,-0.049396,0.162702,-0.130404,-0.120466,0.084265,0.082694,0.001060,0.001053,-0.260119,0.490210,-1.170019,0.067987,0.018800,0.009414,0.000000,1.000000,
207.000000,-29.501722,-22.135359,100.967742,0.502934,-0.150187,-0.004966,0.038507,-0.242320,117.187781,-0.009626,93.415831,-22.811560,-30.428130,92.094360,-0.042789,-0.109135,205.000000,206.000000,34.000000,9.000000,-0.656977,0.381182,0.001890,0.012717,-0.078615,9.829332,0.010120,-0.706552,0.624465,-12.837871,-0.020293,-0.058142,-0.010206,-0.737872,-0.724824,0.247430,0.054047,-0.035056,-0.039641,0.106997,-0.131578,-0.120896,0.135322,0.132545,0.001060,0.001053,-0.260119,0.490210,-1.170019,0.067987,0.018800,0.009414,0.000000,1.000000,
207.500000,-29.550186,-21.873546,100.967084,0.509797,-0.153774,0.000620,0.115302,0.210794,117.184892,-0.005150,93.496592,-22.567029,-29.796402,93.015364,-0.053054,-0.107863,206.000000,207.000000,34.000000,9.000000,-0.608169,0.822239,0.001868,0.012733,-0.078617,9.829338,0.010126,-0.721916,0.616901,-12.846450,-0.008893,-0.026711,-0.008266,-0.662404,-0.693092,0.231058,0.056454,-0.040140,-0.045687,0.137370,-0.094241,-0.121438,0.084243,0.082672,0.001057,0.001050,0.470629,0.192694,-0.258316,0.027819,0.053650,0.017122,0.000000,1.000000,
208.000000,-29.597785,-21.616392,100.975959,0.495742,-0.150425,0.008914,-0.114487,-0.004935,117.183014,-0.074114,93.496592,-22.567029,-29.796402,93.015364,-0.108146,-0.107863,206.000000,207.000000,34.000000,9.000000,-0.825145,0.615610,0.001868,0.012733,-0.078617,9.829338,0.010126,-0.717294,0.615284,-12.846129,-0.031039,-0.047386,-0.009267,-0.672960,-0.712054,0.227064,0.054653,-0.037844,-0.041206,0.112033,-0.130286,-0.120138,0.135326,0.132548,0.001057,0.001050,0.470629,0.192694,-0.258316,0.027819,0.053650,0.017122,0.000000,1.000000,
208.500000,-29.642616,-21.359517,100.953510,0.499137,-0.149792,0.045534,0.425266,0.027855,117.181263,-0.205874,93.511626,-22.234467,-30.417055,93.538362,-0.254109,-0.105318,207.000000,208.000000,34.000000,9.000000,-0.282506,0.638422,0.001857,0.012770,-0.078620,9.829346,0.010135,-0.702247,0.612213,-12.847784,0.015915,-0.025330,-0.003627,-0.662424,-0.711724,0.180562,0.056571,-0.037819,-0.047792,0.161400,-0.117746,-0.120070,0.084233,0.082662,0.001055,0.001048,-0.117913,-0.006948,0.261101,0.069587,0.043746,0.024861,0.000000,1.000000,
209.000000,-29.697146,-21.107278,100.955239,0.500439,-0.123421,0.012623,0.034752,-0.119650,117.178898,-0.101707,93.511626,-22.234467,-30.417055,93.538362,-0.133847,-0.107863,207.000000,208.000000,34.000000,9.000000,-0.651513,0.492854,0.001857,0.012770,-0.078620,9.829346,0.010135,-0.697527,0.610339,-12.848353,-0.005978,-0.040136,-0.004557,-0.660590,-0.728357,0.178654,0.056190,-0.033876,-0.039934,0.113962,-0.126880,-0.120155,0.135326,0.132549,0.001055,0.001048,-0.117913,-0.006948,0.261101,0.069587,0.043746,0.024861,0.000000,1.000000,
209.500000,-29.755241,-20.854225,100.959424,0.494420,-0.133448,-0.041932,-0.069846,0.617525,117.173773,0.036622,93.569975,-21.539993,-30.550050,93.067364,-0.031158,-0.112952,208.000000,209.000000,34.000000,9.000000,-0.754060,1.206319,0.001816,0.012784,-0.078633,9.829360,0.010149,-0.684076,0.600574,-12.861210,-0.022419,0.025891,0.022408,-0.689336,-0.663027,0.173917,0.061557,-0.033751,-0.057271,0.126843,-0.057613,-0.121674,0.081582,0.080079,0.001052,0.001045,-0.160536,0.185411,-0.215392,0.005289,0.091631,0.050124,0.000000,1.000000,
210.000000,-29.800986,-20.614528,100.985413,0.448347,-0.144141,-0.023234,-0.226773,0.237548,117.172934,-0.052966,93.569975,-21.539993,-30.550050,93.067364,-0.106311,-0.107863,208.000000,209.000000,34.000000,9.000000,-0.901776,0.848074,0.001816,0.012784,-0.078633,9.829360,0.010149,-0.679395,0.599235,-12.859333,-0.053544,0.000477,0.021566,-0.708937,-0.657094,0.185356,0.057203,-0.032143,-0.050509,0.111861,-0.130778,-0.122364,0.133672,0.130931,0.001052,0.001045,-0.160536,0.185411,-0.215392,0.005289,0.091631,0.050124,0.000000,1.000000,
210.500000,-29.808591,-20.431914,101.021155,0.148244,-0.153189,-0.072358,0.324656,4.208342,117.146369,0.014125,93.138396,-21.187866,-30.660882,93.177365,-0.051909,-0.109135,209.000000,210.000000,34.000000,9.000000,-0.361364,4.867132,0.001836,0.012816,-0.078638,9.829387,0.010175,-0.678551,0.602553,-12.901673,-0.061980,-0.063122,0.039626,-0.716978,-0.686692,0.227942,0.047042,-0.035368,-0.055833,0.170700,-0.021529,-0.121057,0.081604,0.080023,0.001050,0.001043,-0.120620,-0.020521,-0.062552,0.078476,-0.022931,0.014323,0.000000,1.000000,
