Time ,N (m),E (m),gndAlt,velLL X  ,velLL Y  ,velLL Z  ,Roll ,Pitch,Yaw  ,Body Accel Z,Baro Altitude,GPS posENU[0],GPS posENU[1],GPS posENU[2],Nav Acc Z,Nav Yaw Rate,Baro Update Count,GPS Update Count,Accel Update Count,Ground Align Update Count,Nav Roll,Nav Pitch,Accel Bias X (g),Accel Bias Y (g),Accel Bias Z (g),Gravity,Gravity Bias,Roll Error,Pitch Error,Yaw Error,Vel N Error,Vel E Error,Vel D Error,N Error (m),E Error (m),Alt Error (m),Acc Body X Error,Acc Body Y Error,Acc Body Z Error,p Error,q Error,r Error,VN Stdev,VE Stdev,Accel Bias X Stdev,Accel Bias Y Stdev,GPSResidual[GPS_N],GPSResidual[GPS_E],GPSResidual[GPS_ALT],GPSResidual[GPS_VN],GPSResidual[GPS_VE],GPSResidual[GPS_VD],onGround,movingDetection,
5.500000,-0.000000,-0.000000,0.098815,-0.000000,0.000000,-0.000000,0.000000,0.000000,45.000000,-0.000000,-0.013269,-2.548965,4.832126,0.470200,0.067461,0.065802,4.000000,5.000000,11.000000,4.000000,-1.781380,0.280031,0.011931,-0.008799,-0.081177,9.819509,-0.000000,-1.781380,0.280031,-45.019046,-0.044696,0.049860,0.003214,0.058175,-0.023977,-0.030855,-0.124974,0.131496,0.067461,-0.056489,0.068295,0.065802,0.069615,0.070812,0.004651,0.004865,4.773579,-2.516706,0.432039,-0.007369,0.085712,-0.181593,1.000000,0.000000,
6.000000,-0.000000,-0.000000,0.098815,-0.000000,0.000000,-0.000000,0.000000,0.000000,45.000000,-0.000000,-0.013269,-2.548965,4.832126,0.470200,0.067935,0.065802,4.000000,5.000000,14.000000,4.000000,-1.664914,0.395941,0.011932,-0.008801,-0.081176,9.819509,-0.000000,-1.664914,0.395941,-45.023169,-0.081743,0.089573,0.008019,0.026743,0.010698,-0.028083,-0.144850,0.151467,0.067935,-0.056489,0.068295,0.065802,0.099041,0.101192,0.004651,0.004865,4.773579,-2.516706,0.432039,-0.007369,0.085712,-0.181593,1.000000,0.000000,
6.500000,-0.000000,-0.000000,0.098815,-0.000000,0.000000,-0.000000,0.000000,0.000000,45.000000,-0.000000,0.069138,-1.203082,-3.241737,0.310168,0.067403,0.065802,5.000000,6.000000,16.000000,5.000000,-1.732306,0.326973,0.010162,-0.006763,-0.081150,9.819508,-0.000000,-1.732306,0.326973,-45.025508,-0.043237,0.044625,0.002512,0.038815,-0.014921,-0.039611,-0.115672,0.119933,0.067403,-0.056489,0.068295,0.065802,0.068058,0.069087,0.004026,0.004180,-3.301272,-1.176732,0.278507,-0.166843,0.146216,-0.221917,1.000000,0.000000,
7.000000,-0.000000,-0.000000,0.098815,-0.000000,0.000000,-0.000000,0.000000,0.000000,45.000000,0.000000,0.069138,-1.203082,-3.241737,0.310168,0.067722,0.065802,5.000000,6.000000,19.000000,5.000000,-1.648393,0.412867,0.010163,-0.006764,-0.081148,9.819508,-0.000000,-1.648393,0.412867,-45.029626,-0.074824,0.077730,0.007259,0.009426,0.015536,-0.037216,-0.130402,0.134323,0.067722,-0.056489,0.068295,0.065802,0.095554,0.097319,0.004026,0.004180,-3.301272,-1.176732,0.278507,-0.166843,0.146216,-0.221917,1.000000,0.000000,
7.500000,-0.000000,-0.000000,0.098815,-0.000000,0.000000,-0.000000,0.000000,0.000000,45.000000,-0.000000,-0.273886,-2.154646,1.401190,-1.060142,0.067381,0.065802,6.000000,7.000000,21.000000,6.000000,-1.702818,0.352784,0.008782,-0.005371,-0.081134,9.819509,-0.000000,-1.702818,0.352784,-45.031888,-0.033484,0.039452,0.008191,0.039512,-0.010762,0.006942,-0.106559,0.111332,0.067381,-0.056489,0.068295,0.065802,0.067105,0.068054,0.003600,0.003721,1.355653,-2.135170,-1.098646,0.192248,0.167530,-0.021901,1.000000,0.000000,
8.000000,-0.000000,-0.000000,0.098815,-0.000000,0.000000,-0.000000,0.000000,0.000000,45.000000,-0.000000,-0.273886,-2.154646,1.401190,-1.060142,0.067620,0.065802,6.000000,7.000000,24.000000,6.000000,-1.636408,0.423153,0.008783,-0.005372,-0.081133,9.819509,-0.000000,-1.636408,0.423153,-45.036004,-0.060116,0.067845,0.012921,0.016222,0.015952,0.012167,-0.118626,0.122721,0.067620,-0.056489,0.068295,0.065802,0.093397,0.094975,0.003600,0.003721,1.355653,-2.135170,-1.098646,0.192248,0.167530,-0.021901,1.000000,0.000000,
8.500000,-0.000000,-0.000000,0.098815,-0.000000,0.000000,-0.000000,0.000000,0.000000,45.000000,-0.000000,0.082925,-0.267352,-0.605863,-1.344132,0.067180,0.065802,7.000000,8.000000,26.000000,7.000000,-1.682678,0.368570,0.007889,-0.004334,-0.081105,9.819509,-0.000000,-1.682678,0.368570,-45.038322,-0.031379,0.032884,0.005331,0.032015,-0.005576,-0.006835,-0.100505,0.104619,0.067180,-0.056489,0.068295,0.065802,0.066462,0.067367,0.003285,0.003387,-0.648065,-0.252713,-1.341000,0.010556,-0.021289,-0.002337,1.000000,0.000000,
9.000000,-0.000000,-0.000000,0.098815,-0.000000,0.000000,-0.000000,0.000000,0.000000,45.000000,0.000000,0.082925,-0.267352,-0.605863,-1.344132,0.067372,0.065802,7.000000,8.000000,29.000000,7.000000,-1.627018,0.429898,0.007889,-0.004335,-0.081104,9.819509,-0.000000,-1.627018,0.429898,-45.042436,-0.054773,0.057688,0.009985,0.010580,0.016964,-0.003064,-0.111021,0.114164,0.067372,-0.056489,0.068295,0.065802,0.091932,0.093404,0.003285,0.003387,-0.648065,-0.252713,-1.341000,0.010556,-0.021289,-0.002337,1.000000,0.000000,
9.500000,-0.000000,-0.000000,0.098815,-0.000000,0.000000,-0.000000,0.000000,0.000000,45.000000,-0.000000,-0.182082,0.409585,-0.214731,2.891127,0.067442,0.065802,8.000000,9.000000,31.000000,8.000000,-1.667057,0.379213,0.007041,-0.003176,-0.081125,9.819508,-0.000000,-1.667057,0.379213,-45.044742,-0.017398,0.001107,0.021609,0.004113,0.031572,-0.154039,-0.094014,0.095939,0.067442,-0.056489,0.068295,0.065802,0.059346,0.060184,0.003017,0.003103,-0.251283,0.419151,2.885740,0.019715,-0.049992,0.037734,1.000000,0.000000,
10.000000,-0.000000,-0.000000,0.098815,-0.000000,0.000000,-0.000000,0.000000,0.000000,45.000000,-0.000000,-0.182082,0.409585,-0.214731,2.891127,0.067602,0.065802,8.000000,9.000000,34.000000,8.000000,-1.618632,0.434854,0.007041,-0.003177,-0.081124,9.819508,-0.000000,-1.618632,0.434854,-45.048856,-0.037397,0.021411,0.026417,-0.009483,0.037096,-0.142097,-0.103555,0.104243,0.067602,-0.056489,0.068295,0.065802,0.085503,0.086873,0.003017,0.003103,-0.251283,0.419151,2.885740,0.019715,-0.049992,0.037734,1.000000,0.000000,
10.500000,-0.008418,0.015112,0.798758,0.020892,0.081629,-1.643084,1.139633,-0.274743,44.996429,-0.038134,0.106014,-0.028769,-0.421149,2.931884,0.145322,0.050534,9.000000,10.000000,36.000000,9.000000,-0.580429,0.115432,0.006360,-0.003114,-0.081348,9.819505,-0.000000,-1.735097,0.392192,-45.042837,0.050431,-0.007565,0.132755,-0.020135,0.018747,-0.203495,-0.089157,0.086722,0.110974,0.019855,0.019929,0.049074,0.059420,0.060547,0.002824,0.002901,-0.428989,-0.054631,2.779465,0.041313,0.027824,0.236363,1.000000,1.000000,
11.000000,-0.037549,0.066831,1.619815,0.042710,0.130706,-1.640068,0.031025,-0.254464,44.993283,-0.042005,0.106014,-0.028769,-0.421149,2.931884,0.124068,0.053079,9.000000,10.000000,39.000000,9.000000,-1.677454,0.215612,0.006357,-0.003114,-0.081347,9.819503,-0.000000,-1.724785,0.471319,-45.047522,0.070112,0.005093,0.137590,0.012450,0.019326,-0.135944,-0.103233,0.089457,0.104761,-0.036709,0.025087,0.049247,0.085029,0.086554,0.002824,0.002901,-0.428989,-0.054631,2.779465,0.041313,0.027824,0.236363,0.000000,1.000000,
11.500000,-0.057751,0.133283,2.396291,0.100873,0.108639,-1.529095,-0.387872,-0.923473,44.992779,-0.049533,1.750617,0.203773,0.167474,4.107279,0.110391,0.054351,10.000000,11.000000,39.000000,9.000000,-2.111078,-0.449630,0.006998,-0.003034,-0.081131,9.819499,-0.000001,-1.725364,0.479165,-45.030788,-0.013481,-0.031873,0.030229,0.006757,0.021903,-0.294584,-0.110493,0.085077,0.103822,-0.026046,0.001704,0.048836,0.062130,0.062913,0.002674,0.002744,0.191495,0.109696,2.360666,-0.067409,-0.009204,-0.117761,0.000000,1.000000,
12.000000,-0.042739,0.213038,3.162268,0.160274,0.075123,-1.532237,-0.352133,-0.465497,44.985954,-0.037614,1.750617,0.203773,0.167474,4.107279,0.118087,0.055623,10.000000,11.000000,39.000000,9.000000,-2.074879,-0.000615,0.006998,-0.003034,-0.081131,9.819496,-0.000001,-1.722079,0.472811,-45.048286,-0.046532,-0.070421,0.033579,-0.007583,-0.005170,-0.278718,-0.109341,0.086220,0.097544,-0.025464,0.034211,0.048368,0.086841,0.088120,0.002674,0.002744,0.191495,0.109696,2.360666,-0.067409,-0.009204,-0.117761,0.000000,1.000000,
12.500000,-0.001515,0.289078,3.926603,0.158309,0.011843,-1.528131,-0.948458,0.278354,44.974549,-0.051060,3.204273,0.868891,0.655120,5.351279,0.112983,0.047990,11.000000,12.000000,39.000000,9.000000,-2.666365,0.744004,0.006494,-0.003642,-0.081126,9.819493,-0.000001,-1.714113,0.464141,-45.074334,-0.062112,-0.008552,0.029366,0.081137,0.087927,-0.350845,-0.104165,0.092507,0.092968,-0.048550,0.055441,0.048238,0.061998,0.062770,0.002537,0.002601,0.705002,0.655866,1.918750,0.055742,0.066391,-0.001168,0.000000,0.000000,
13.000000,0.059757,0.334408,4.692083,0.149196,-0.049793,-1.531398,-0.479243,-0.114628,44.975821,-0.043003,3.204273,0.868891,0.655120,5.351279,0.119405,0.054351,11.000000,12.000000,39.000000,9.000000,-2.197560,0.352772,0.006494,-0.003642,-0.081126,9.819491,-0.000001,-1.712098,0.462256,-45.066716,-0.133157,-0.002636,0.032875,0.030543,0.085288,-0.335364,-0.104868,0.091109,0.097714,-0.016727,0.027805,0.049307,0.086423,0.087676,0.002537,0.002601,0.705002,0.655866,1.918750,0.055742,0.066391,-0.001168,0.000000,0.000000,
13.500000,0.131584,0.358834,5.467345,0.102749,-0.082425,-1.555480,-0.336840,0.907966,44.965258,-0.047140,4.741100,0.761299,-0.198261,6.811279,0.111798,0.050534,12.000000,13.000000,39.000000,9.000000,-2.046139,1.377041,0.005422,-0.003683,-0.081172,9.819489,-0.000001,-1.708880,0.461804,-45.099612,-0.071350,0.043057,0.056089,0.037942,0.131539,-0.371768,-0.094705,0.093367,0.097947,-0.021820,0.074238,0.049645,0.061843,0.062610,0.002420,0.002479,-0.287743,0.337589,1.792277,0.135000,0.004966,0.028928,0.000000,0.000000,
14.000000,0.191913,0.351411,6.246526,0.059611,-0.108635,-1.558684,-0.301142,0.067445,44.966308,-0.044787,4.741100,0.761299,-0.198261,6.811279,0.116052,0.053079,12.000000,13.000000,39.000000,9.000000,-2.005814,0.538829,0.005422,-0.003683,-0.081172,9.819486,-0.000001,-1.705281,0.460225,-45.078775,-0.121997,0.085254,0.059967,-0.011668,0.165640,-0.342818,-0.094728,0.094444,0.101332,-0.017365,0.020392,0.049334,0.086039,0.087280,0.002420,0.002479,-0.287743,0.337589,1.792277,0.135000,0.004966,0.028928,0.000000,0.000000,
14.500000,0.246188,0.329097,7.007375,0.015896,-0.095195,-1.514022,0.384567,0.767310,44.963674,-0.060255,5.983446,0.839548,-0.120680,8.428279,0.110449,0.050534,13.000000,14.000000,39.000000,9.000000,-1.306908,1.231432,0.004568,-0.003100,-0.081084,9.819484,-0.000001,-1.696919,0.457226,-45.101474,-0.038813,0.067938,0.016313,-0.009394,0.182978,-0.400429,-0.084535,0.090851,0.100594,0.005852,0.065644,0.048250,0.061716,0.062481,0.002317,0.002372,-0.299531,0.318671,1.847608,0.116407,-0.080114,-0.050916,0.000000,1.000000,
15.000000,0.273646,0.296564,7.766061,-0.019513,-0.081829,-1.518259,-0.103111,0.056595,44.958365,-0.042620,5.983446,0.839548,-0.120680,8.428279,0.110929,0.053079,13.000000,14.000000,39.000000,9.000000,-1.785948,0.520808,0.004568,-0.003100,-0.081084,9.819481,-0.000001,-1.690907,0.455368,-45.084580,-0.053806,0.115047,0.019924,-0.032221,0.231182,-0.391448,-0.084752,0.092835,0.103176,-0.027366,0.016575,0.049544,0.085722,0.086954,0.002317,0.002372,-0.299531,0.318671,1.847608,0.116407,-0.080114,-0.050916,0.000000,1.000000,
15.500000,0.291009,0.262006,8.528649,-0.033853,-0.050222,-1.527353,0.626714,0.239934,44.955399,-0.058851,7.652303,0.722174,0.023397,9.664279,0.117785,0.050534,14.000000,15.000000,39.000000,9.000000,-1.046298,0.696027,0.004217,-0.002381,-0.081091,9.819479,-0.000002,-1.680821,0.453186,-45.092547,-0.003882,0.056984,0.028437,-0.038674,0.224707,-0.410704,-0.079977,0.087455,0.104168,0.013282,0.044638,0.049578,0.061605,0.062365,0.002226,0.002278,-0.216865,0.190716,1.515128,0.052112,-0.104630,0.008447,0.000000,0.000000,
16.000000,0.288328,0.236679,9.293804,-0.040837,-0.023646,-1.530742,-0.024274,-0.060772,44.949781,-0.055478,7.652303,0.722174,0.023397,9.664279,0.119672,0.051807,14.000000,15.000000,39.000000,9.000000,-1.689199,0.393197,0.004217,-0.002381,-0.081091,9.819476,-0.000002,-1.674961,0.451139,-45.087777,0.001623,0.085450,0.032134,-0.037851,0.261922,-0.395629,-0.079899,0.088093,0.098835,-0.032967,0.028910,0.048678,0.085449,0.086668,0.002226,0.002278,-0.216865,0.190716,1.515128,0.052112,-0.104630,0.008447,0.000000,0.000000,
16.500000,0.282748,0.215251,10.053738,-0.037664,-0.013842,-1.513440,0.275818,0.017758,44.945802,-0.051321,9.270864,0.643925,-0.142846,11.298279,0.126936,0.047990,15.000000,16.000000,39.000000,9.000000,-1.390050,0.465063,0.004084,-0.001989,-0.081054,9.819474,-0.000002,-1.669527,0.447612,-45.093961,0.015430,0.046153,0.015582,-0.064691,0.270321,-0.444772,-0.077334,0.083948,0.107901,0.012332,0.034157,0.047906,0.059322,0.060033,0.002143,0.002191,-0.392200,0.140443,1.625312,0.021590,-0.061785,-0.048300,0.000000,1.000000,
17.000000,0.271999,0.199926,10.812140,-0.034482,-0.004540,-1.517471,-0.079375,-0.087559,44.942123,-0.058964,9.270864,0.643925,-0.142846,11.298279,0.111102,0.050534,15.000000,16.000000,39.000000,9.000000,-1.736613,0.357522,0.004084,-0.001989,-0.081054,9.819471,-0.000002,-1.663589,0.444523,-45.095019,0.012771,0.060772,0.019106,-0.056760,0.297705,-0.436179,-0.076994,0.085861,0.098688,-0.027859,0.022997,0.048004,0.083538,0.084716,0.002143,0.002191,-0.392200,0.140443,1.625312,0.021590,-0.061785,-0.048300,0.000000,1.000000,
17.500000,0.263414,0.188045,11.565652,-0.021801,0.002274,-1.500697,0.235339,-0.180051,44.938021,-0.031070,10.677285,0.849330,-0.530747,13.100279,0.116304,0.055623,16.000000,17.000000,39.000000,9.000000,-1.418485,0.261422,0.004095,-0.001671,-0.081018,9.819469,-0.000002,-1.657067,0.442738,-45.096184,0.006014,0.021355,0.002432,-0.137352,0.323392,-0.490118,-0.076335,0.083191,0.100409,-0.002152,0.022711,0.048749,0.059211,0.059922,0.002070,0.002117,-0.745207,0.347778,1.890562,-0.001021,-0.054151,-0.056605,0.000000,1.000000,
18.000000,0.255363,0.185927,12.317384,-0.007580,0.009733,-1.504132,-0.078172,-0.140175,44.934717,-0.050484,10.677285,0.849330,-0.530747,13.100279,0.118052,0.051807,16.000000,17.000000,39.000000,9.000000,-1.723766,0.295435,0.004095,-0.001671,-0.081018,9.819466,-0.000002,-1.651240,0.437461,-45.101331,0.005887,0.026909,0.005715,-0.133393,0.335665,-0.488160,-0.075090,0.084945,0.098156,-0.026190,0.026784,0.048326,0.083319,0.084491,0.002070,0.002117,-0.745207,0.347778,1.890562,-0.001021,-0.054151,-0.056605,0.000000,1.000000,
18.500000,0.252419,0.187859,13.070737,0.005110,0.007071,-1.505111,0.032801,-0.152535,44.930829,-0.051608,12.319323,0.790643,0.045563,14.438279,0.120176,0.054351,17.000000,18.000000,39.000000,9.000000,-1.610544,0.278879,0.004117,-0.001509,-0.081015,9.819464,-0.000002,-1.645761,0.432914,-45.105142,-0.005835,0.005799,0.006729,-0.144787,0.355350,-0.528379,-0.074391,0.083599,0.103569,-0.010311,0.028866,0.048884,0.059146,0.059854,0.002005,0.002049,-0.075834,0.265915,1.658267,-0.003933,-0.029275,-0.031030,0.000000,1.000000,
19.000000,0.254191,0.194056,13.824822,0.016953,0.002939,-1.508686,-0.134687,-0.120963,44.927214,-0.041321,12.319323,0.790643,0.045563,14.438279,0.127324,0.047990,17.000000,18.000000,39.000000,9.000000,-1.771553,0.305199,0.004117,-0.001509,-0.081015,9.819462,-0.000002,-1.640145,0.427765,-45.109944,-0.014307,0.009626,0.010019,-0.149250,0.359211,-0.524267,-0.073302,0.084749,0.099114,-0.016390,0.030219,0.047904,0.083149,0.084316,0.002005,0.002049,-0.075834,0.265915,1.658267,-0.003933,-0.029275,-0.031030,0.000000,0.000000,
19.500000,0.262179,0.200331,14.578500,0.020754,-0.006003,-1.503890,-0.068275,0.018077,44.922948,-0.050616,13.744399,0.311366,-0.087432,15.467279,0.116996,0.051807,18.000000,19.000000,39.000000,9.000000,-1.704116,0.439967,0.004044,-0.001436,-0.081001,9.819459,-0.000002,-1.637405,0.422891,-45.118061,-0.016322,0.004320,0.005618,-0.169554,0.325925,-0.522651,-0.071725,0.084044,0.097641,-0.015209,0.031282,0.048948,0.059089,0.059796,0.001945,0.001988,-0.191804,-0.244352,1.161785,0.014363,-0.013757,-0.048467,0.000000,1.000000,
20.000000,0.273116,0.204144,15.332019,0.022228,-0.015468,-1.507813,-0.159177,-0.062069,44.919528,-0.028481,13.744399,0.311366,-0.087432,15.467279,0.117446,0.053079,18.000000,19.000000,39.000000,9.000000,-1.789485,0.357697,0.004044,-0.001436,-0.081001,9.819457,-0.000002,-1.632387,0.419480,-45.119884,-0.030683,0.014258,0.008939,-0.181112,0.330766,-0.519090,-0.071398,0.084915,0.094596,-0.022844,0.023611,0.048802,0.083001,0.084162,0.001945,0.001988,-0.191804,-0.244352,1.161785,0.014363,-0.013757,-0.048467,0.000000,1.000000,
20.500000,0.288064,0.203678,16.079646,0.011779,-0.026910,-1.488986,-0.110115,0.283300,44.914413,-0.049513,15.496315,0.282023,-0.453167,17.562279,0.096101,0.055623,19.000000,20.000000,39.000000,9.000000,-1.738825,0.698986,0.003828,-0.001392,-0.080969,9.819454,-0.000002,-1.629974,0.415437,-45.133494,-0.012028,0.023108,-0.009119,-0.224794,0.304450,-0.594240,-0.068536,0.084555,0.097843,-0.013666,0.043013,0.047688,0.059039,0.059745,0.001891,0.001931,-0.544454,-0.254908,1.716752,0.044697,-0.008923,-0.042843,0.000000,1.000000,
21.000000,0.300451,0.193234,16.825540,-0.002288,-0.038578,-1.492384,-0.170648,0.027251,44.911532,-0.056509,15.496315,0.282023,-0.453167,17.562279,0.117790,0.051807,19.000000,20.000000,39.000000,9.000000,-1.794134,0.443566,0.003828,-0.001392,-0.080969,9.819452,-0.000002,-1.625232,0.413307,-45.130462,-0.031124,0.044013,-0.006043,-0.235734,0.321861,-0.598116,-0.069010,0.085330,0.097597,-0.022775,0.029095,0.048551,0.082869,0.084027,0.001891,0.001931,-0.544454,-0.254908,1.716752,0.044697,-0.008923,-0.042843,0.000000,1.000000,
21.500000,0.310754,0.176532,17.588564,-0.026001,-0.026168,-1.534637,0.409006,0.513445,44.909388,-0.048876,16.548868,0.546114,-0.076349,18.535279,0.129591,0.051807,20.000000,21.000000,39.000000,9.000000,-1.208445,0.925462,0.003519,-0.001086,-0.081028,9.819450,-0.000002,-1.620353,0.410474,-45.147615,0.023193,0.018636,0.034986,-0.213197,0.297661,-0.533091,-0.065294,0.083188,0.104709,0.000754,0.056023,0.048483,0.058993,0.059698,0.001841,0.001880,-0.140125,0.029149,1.196270,0.067200,-0.065021,-0.015574,0.000000,1.000000,
22.000000,0.300400,0.156627,18.357261,-0.053385,-0.007305,-1.537544,-0.006688,0.107705,44.904356,-0.042921,16.548868,0.546114,-0.076349,18.535279,0.120003,0.053079,20.000000,21.000000,39.000000,9.000000,-1.613120,0.521576,0.003519,-0.001086,-0.081028,9.819448,-0.000002,-1.614186,0.408549,-45.140288,0.024006,0.057940,0.038566,-0.200816,0.318387,-0.514767,-0.066300,0.085638,0.098627,-0.025410,0.027147,0.048290,0.082750,0.083904,0.001841,0.001880,-0.140125,0.029149,1.196270,0.067200,-0.065021,-0.015574,0.000000,1.000000,
