Time ,gndAlt,velLL X  ,velLL Y  ,velLL Z  ,r,Roll ,Pitch,Yaw  ,gps_velN,gps_velE,Baro Altitude,Baro Altitude RMS,Nav Alt,Nav velLL X,Nav velLL Y,Nav velLL Z,Baro Update Count,GPS Update Count,Baro Chi2,GPS Chi2,GPS2D Chi2,Ground Align Chi2,Roll Error,Pitch Error,Yaw Error,Vel N Error,Vel E Error,Vel D Error,velLL X Error,velLL Y Error,N Error (m),E Error (m),Alt Error (m),Acc Bias X Error,Acc Bias Y Error,Acc Bias Z Error,Gyro Bias X Error,Gyro Bias Y Error,Gyro Bias Z Error,Roll Stdev,Pitch Stdev,Yaw Stdev,VN Stdev,VE Stdev,VD Stdev,N Stdev,E Stdev,Alt Stdev,GPSResidual[GPS_N],GPSResidual[GPS_E],GPSResidual[GPS_ALT],GPSResidual[GPS_VN],GPSResidual[GPS_VE],GPSResidual[GPS_VD],
8.500000,0.101928,-0.001396,0.009054,0.002290,0.020746,14.034470,2.208149,81.237397,0.094230,-0.079489,-0.182153,0.250000,0.011759,-0.001481,0.004037,0.002306,7.000000,0.000000,0.638594,0.000000,0.000000,0.025644,-3.563715,-0.516966,-81.269820,0.007978,0.004038,-0.000058,-0.000086,-0.005017,0.082447,-0.007213,-0.029854,0.008560,0.060545,-0.014133,-0.007949,-0.009410,-0.037386,4.779433,1.929337,0.056678,0.042573,0.042571,0.031166,0.071104,0.071104,0.065014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
9.000000,0.101929,-0.001421,0.009230,0.002335,0.022148,14.034941,2.205588,81.247702,0.005331,-0.003220,-0.182153,0.250000,0.011268,-0.002060,0.004715,0.002491,7.000000,0.000000,0.638594,0.000000,0.000000,0.025644,-3.562591,-0.515915,-81.285847,0.007576,0.004716,0.000083,-0.000639,-0.004515,0.086873,-0.007616,-0.030544,0.008560,0.060545,-0.014133,-0.007949,-0.009410,-0.037386,4.779611,1.929785,0.067894,0.055518,0.055514,0.037335,0.083446,0.083447,0.075525,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
9.500000,0.101929,-0.001445,0.009399,0.002378,0.021160,14.035354,2.203061,81.257836,0.232992,0.081896,-0.021797,0.250000,0.010396,-0.000928,-0.000309,0.001401,8.000000,0.000000,0.018060,0.000000,0.000000,0.024198,-3.570741,-0.516131,-81.295747,0.008498,-0.000309,-0.000956,0.000517,-0.009709,0.092505,-0.010175,-0.030853,0.008548,0.060620,-0.014160,-0.007843,-0.009413,-0.037196,4.779129,1.929550,0.053594,0.042425,0.042422,0.030656,0.072912,0.072913,0.066309,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
10.000000,0.101929,-0.001468,0.009560,0.002418,0.017707,14.035618,2.200383,81.268461,0.172000,0.051790,-0.021797,0.250000,0.009556,-0.001757,0.001739,0.001801,8.000000,0.000000,0.018060,0.000000,0.000000,0.024198,-3.570028,-0.515149,-81.311646,0.007411,0.001740,-0.000491,-0.000289,-0.007821,0.096527,-0.008398,-0.031193,0.008548,0.060620,-0.014160,-0.007843,-0.009413,-0.037196,4.779312,1.930007,0.065235,0.055263,0.055258,0.036556,0.084737,0.084738,0.076140,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
10.500000,0.806975,-0.100343,0.797751,-1.416507,0.047960,-4.496193,-0.579607,80.910333,-0.840574,-0.048562,0.020782,0.250000,0.645485,-0.088301,0.715335,-1.510479,9.000000,0.000000,0.001987,0.000000,0.000000,0.005736,-3.591025,-0.534994,-81.151948,0.724405,0.688599,-0.092177,0.012042,-0.082416,0.389480,0.268694,-0.058391,0.008543,0.060647,-0.014175,-0.007803,-0.009433,-0.037119,4.777867,1.929468,0.239869,0.067161,0.119415,0.122983,0.077165,0.089700,0.073696,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11.000000,1.565439,-0.047970,0.340494,-1.334328,0.045551,-3.899589,-0.417552,80.907300,-0.431802,-0.000914,0.020782,0.250000,1.399180,-0.033630,0.242822,-1.502738,9.000000,0.000000,0.001987,0.000000,0.000000,0.005736,-3.551810,-0.536754,-81.176341,0.317510,0.236220,-0.167243,0.014340,-0.097673,0.647328,0.496392,-0.123496,0.008543,0.060647,-0.014175,-0.007803,-0.009433,-0.037119,4.777863,1.929907,0.231980,0.076430,0.099914,0.227978,0.098003,0.131177,0.138979,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11.500000,2.231054,-0.033007,0.206943,-1.215510,0.050134,0.084189,-0.000121,80.903757,-0.019398,0.068815,1.606566,0.250000,2.172290,-0.014416,0.086187,-1.499432,10.000000,0.000000,0.059375,0.000000,0.000000,0.005736,-4.097788,-0.555766,-81.197038,0.195590,0.086156,-0.282591,0.018591,-0.120756,0.762957,0.549118,-0.260891,0.008697,0.070554,-0.016024,-0.007798,-0.009428,-0.037126,4.236227,1.929749,0.183514,0.085674,0.083785,0.295893,0.127893,0.158175,0.230263,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
12.000000,2.844965,-0.036362,0.236498,-1.125745,0.050640,0.318039,0.053358,80.914123,-1.005127,-0.353053,1.606566,0.250000,2.922801,-0.015045,0.111239,-1.498465,10.000000,0.000000,0.059375,0.000000,0.000000,0.005736,-4.101700,-0.560013,-81.216971,0.224333,0.109879,-0.371385,0.021316,-0.125259,0.867611,0.596982,-0.424611,0.008697,0.070554,-0.016024,-0.007798,-0.009428,-0.037126,4.236415,1.930225,0.184011,0.096250,0.085595,0.392692,0.165049,0.190287,0.397166,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
12.500000,3.486455,-0.035485,0.188354,-1.237407,0.047731,-1.109031,-0.051130,80.924963,0.097667,-0.183493,2.821227,0.250000,3.491545,-0.016578,0.055555,-1.502487,11.000000,0.000000,0.224146,0.000000,0.000000,0.005736,-2.416209,-0.524533,-81.292246,0.177060,0.060808,-0.264350,0.018907,-0.132799,0.967639,0.700237,-0.381410,0.008210,0.039625,-0.010282,-0.007806,-0.009444,-0.037103,2.313323,1.929150,0.133761,0.109452,0.095616,0.251407,0.209160,0.188360,0.307748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
13.000000,4.111466,-0.032382,0.130045,-1.182276,0.050768,-0.192444,-0.006039,80.934930,-0.038203,-0.080364,2.821227,0.250000,4.243002,-0.011043,-0.017302,-1.499453,11.000000,0.000000,0.224146,0.000000,0.000000,0.005736,-2.415288,-0.528138,-81.309918,0.122718,-0.005777,-0.316441,0.021340,-0.147346,1.039510,0.710629,-0.526834,0.008210,0.039625,-0.010282,-0.007806,-0.009444,-0.037103,2.313738,1.929636,0.138359,0.120596,0.108106,0.297302,0.260103,0.228760,0.441607,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
13.500000,4.787018,-0.028927,0.092997,-1.353039,0.052114,-0.563160,-0.055410,80.945914,-0.046535,0.395962,3.986666,0.250000,4.684352,-0.010913,-0.079014,-1.504000,12.000000,0.000000,0.543686,0.000000,0.000000,0.005736,-0.989722,-0.497562,-81.380843,0.085776,-0.065044,-0.150639,0.018014,-0.172010,1.082011,0.742841,-0.309110,0.007773,0.013407,-0.005438,-0.007808,-0.009457,-0.037082,1.274025,1.929631,0.122944,0.135159,0.121533,0.168833,0.317829,0.268548,0.282620,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14.000000,5.467224,-0.026317,0.077453,-1.323673,0.047385,0.191303,0.003579,80.955975,0.228261,0.109291,3.986666,0.250000,5.436245,-0.006004,-0.114648,-1.499609,12.000000,0.000000,0.543686,0.000000,0.000000,0.005736,-0.990019,-0.501012,-81.397706,0.073502,-0.100740,-0.175614,0.020313,-0.192101,1.119424,0.698552,-0.390905,0.007773,0.013407,-0.005438,-0.007808,-0.009457,-0.037082,1.274834,1.930141,0.128933,0.147035,0.135069,0.190052,0.382278,0.325178,0.369011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14.500000,6.181401,-0.025132,0.089466,-1.424100,0.051244,0.091630,-0.020445,80.966046,-0.088428,-0.007100,5.240851,0.250000,5.951626,-0.006034,-0.130345,-1.501844,13.000000,0.000000,0.516838,0.000000,0.000000,0.005736,-0.322055,-0.482476,-81.439495,0.085087,-0.119461,-0.077659,0.019097,-0.219811,1.149941,0.662805,-0.204043,0.007469,0.001125,-0.003183,-0.007804,-0.009464,-0.037073,0.875240,1.930442,0.130397,0.161135,0.148839,0.122469,0.453225,0.388270,0.254236,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15.000000,6.902500,-0.024615,0.109747,-1.407557,0.047361,0.386107,0.017527,80.976753,-0.113113,-0.010079,5.240851,0.250000,6.702852,-0.003080,-0.131981,-1.499007,13.000000,0.000000,0.516838,0.000000,0.000000,0.005736,-0.322374,-0.485623,-81.455744,0.107517,-0.124781,-0.091353,0.021535,-0.241728,1.197338,0.600454,-0.246538,0.007469,0.001125,-0.003183,-0.007804,-0.009464,-0.037073,0.876475,1.930981,0.136666,0.173964,0.162984,0.135002,0.530750,0.459658,0.314880,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15.500000,7.653877,-0.024165,0.137020,-1.485049,0.048444,0.272104,-0.014371,80.986964,-0.289485,0.010613,6.505140,0.250000,7.241677,-0.003265,-0.134325,-1.500480,14.000000,0.000000,0.654745,0.000000,0.000000,0.005736,0.097864,-0.461714,-81.488077,0.134299,-0.131800,-0.015452,0.020900,-0.271345,1.247291,0.542711,-0.050580,0.007056,-0.006584,-0.001774,-0.007797,-0.009468,-0.037067,0.709126,1.931263,0.141571,0.188489,0.177443,0.097067,0.614969,0.538313,0.232825,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
16.000000,8.414097,-0.024139,0.166547,-1.476785,0.047869,0.436399,0.023499,80.997339,-0.216954,-0.369874,6.505140,0.250000,7.992613,-0.000562,-0.128261,-1.499184,14.000000,0.000000,0.654745,0.000000,0.000000,0.005736,0.097539,-0.464761,-81.504018,0.165951,-0.130397,-0.022351,0.023577,-0.294808,1.322084,0.476296,-0.060283,0.007056,-0.006584,-0.001774,-0.007797,-0.009468,-0.037067,0.710724,1.931825,0.147673,0.202291,0.192297,0.105879,0.706038,0.624382,0.279314,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
16.500000,9.168778,-0.027369,0.206644,-1.453335,0.047136,0.502677,0.054074,81.007876,-0.466690,-0.305418,8.200264,0.250000,8.784657,-0.000194,-0.109579,-1.497620,15.000000,0.000000,0.036230,0.000000,0.000000,0.005736,0.035591,-0.475830,-81.517461,0.206475,-0.114795,-0.044403,0.027176,-0.316223,1.418324,0.415040,-0.120909,0.007192,-0.005438,-0.001984,-0.007799,-0.009467,-0.037068,0.633068,1.931924,0.153159,0.216361,0.207303,0.082534,0.803544,0.717868,0.217080,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
17.000000,9.922803,-0.031291,0.245898,-1.445627,0.049492,0.446565,0.046251,81.017739,-0.140322,-0.459260,8.200264,0.250000,9.534622,-0.001038,-0.092829,-1.497930,15.000000,0.000000,0.036230,0.000000,0.000000,0.005736,0.037979,-0.478265,-81.533359,0.245244,-0.100260,-0.052367,0.030253,-0.338727,1.531670,0.361271,-0.145349,0.007192,-0.005438,-0.001984,-0.007799,-0.009467,-0.037068,0.634948,1.932507,0.159148,0.231182,0.222936,0.089699,0.908166,0.818959,0.255325,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
17.500000,10.670086,-0.035776,0.281543,-1.417568,0.046406,0.429308,0.066525,81.028213,-0.254915,0.112069,9.780757,0.250000,10.343336,-0.001079,-0.076814,-1.496999,16.000000,0.000000,0.094019,0.000000,0.000000,0.005736,-0.029015,-0.498572,-81.546779,0.281279,-0.085363,-0.079467,0.034697,-0.358357,1.669849,0.317804,-0.239751,0.007491,-0.004165,-0.002219,-0.007800,-0.009467,-0.037069,0.595821,1.932263,0.164772,0.246218,0.238757,0.074014,1.019680,0.927736,0.205554,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
18.000000,11.415201,-0.040354,0.314578,-1.409156,0.051642,0.390799,0.051543,81.037912,-0.505503,-0.298149,9.780757,0.250000,11.093197,-0.002125,-0.065643,-1.497659,16.000000,0.000000,0.094019,0.000000,0.000000,0.005736,-0.026936,-0.501073,-81.562513,0.313739,-0.074746,-0.088574,0.038229,-0.380221,1.818928,0.277745,-0.282010,0.007491,-0.004165,-0.002219,-0.007800,-0.009467,-0.037069,0.597901,1.932869,0.170589,0.262008,0.255199,0.080229,1.138848,1.044523,0.238783,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
18.500000,12.170481,-0.041635,0.344128,-1.428505,0.047754,0.357328,0.001970,81.047380,-0.377017,0.033532,11.044186,0.250000,11.752412,-0.001805,-0.062234,-1.498534,17.000000,0.000000,0.275963,0.000000,0.000000,0.005736,0.061766,-0.465217,-81.581741,0.343539,-0.074553,-0.070093,0.039830,-0.406362,1.969912,0.232099,-0.227632,0.006842,-0.005762,-0.001917,-0.007800,-0.009467,-0.037068,0.577028,1.932157,0.176249,0.278523,0.272018,0.068757,1.265621,1.169372,0.197108,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
19.000000,12.928546,-0.042853,0.372732,-1.420469,0.047585,0.368831,0.041084,81.058069,-0.480614,-0.021467,11.044186,0.250000,12.502644,0.000942,-0.055691,-1.497961,17.000000,0.000000,0.275963,0.000000,0.000000,0.005736,0.063226,-0.468243,-81.597660,0.374768,-0.071270,-0.077572,0.043795,-0.428424,2.149789,0.195249,-0.264795,0.006842,-0.005762,-0.001917,-0.007800,-0.009467,-0.037068,0.579239,1.932792,0.181853,0.295224,0.289282,0.074292,1.400675,1.302689,0.227126,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
19.500000,13.699685,-0.043039,0.401512,-1.448267,0.049327,0.363515,-0.013691,81.067515,-0.348989,-0.090123,12.381961,0.250000,13.133270,0.001572,-0.054742,-1.499044,18.000000,0.000000,0.559823,0.000000,0.000000,0.005736,0.158826,-0.406616,-81.617150,0.403885,-0.074470,-0.050843,0.044611,-0.456253,2.320561,0.143388,-0.173193,0.005745,-0.007500,-0.001578,-0.007804,-0.009466,-0.037067,0.567817,1.931574,0.187427,0.312710,0.306987,0.065281,1.543759,1.444430,0.190866,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
20.000000,14.474978,-0.043832,0.430004,-1.441648,0.047471,0.369057,0.046384,81.078442,-0.485913,-0.019271,12.381961,0.250000,13.883598,0.005125,-0.048530,-1.498454,18.000000,0.000000,0.559823,0.000000,0.000000,0.005736,0.160305,-0.409723,-81.633048,0.435750,-0.071937,-0.056762,0.048958,-0.478534,2.530859,0.106333,-0.200342,0.005745,-0.007500,-0.001578,-0.007804,-0.009466,-0.037067,0.570140,1.932235,0.192888,0.330320,0.325087,0.070324,1.695667,1.595083,0.218728,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
20.500000,15.285484,-0.063773,1.131011,-1.452868,0.054477,14.432780,0.331919,81.112399,-1.356870,-0.395748,13.796055,0.250000,14.532314,-0.013046,0.594658,-1.492284,19.000000,0.000000,0.438919,0.000000,0.000000,0.005736,0.237890,-0.349183,-81.650410,1.098421,0.485886,-0.039589,0.050727,-0.536353,2.829499,0.140443,-0.121132,0.004661,-0.008710,-0.001332,-0.007809,-0.009465,-0.037066,0.563442,1.930751,0.198028,0.348516,0.343590,0.062785,1.855922,1.754528,0.186189,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
21.000000,16.233629,-0.091909,2.485366,-1.443496,0.051835,16.139020,0.350996,81.128158,-2.603416,-0.163695,13.796055,0.250000,15.279704,-0.037149,1.925017,-1.493839,19.000000,0.000000,0.438919,0.000000,0.000000,0.005736,0.225791,-0.348031,-81.666246,2.426621,1.636044,-0.050435,0.054760,-0.560349,3.705900,0.666267,-0.143934,0.004661,-0.008710,-0.001332,-0.007809,-0.009465,-0.037066,0.565765,1.931460,0.203331,0.367061,0.362541,0.067723,2.025475,1.923336,0.212472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
21.500000,17.356010,-0.118605,3.867459,-1.453856,0.055906,16.226161,0.310266,81.126761,-3.795663,0.418712,15.258200,0.250000,15.960735,-0.062523,3.286887,-1.496952,20.000000,0.000000,0.221974,0.000000,0.000000,0.005736,0.264374,-0.299665,4.858990,0.532678,-0.308350,-0.043146,0.056081,-0.580572,3.352746,-0.465114,-0.097593,0.003861,-0.009406,-0.001184,-0.007845,-0.009463,-0.037066,0.562465,1.929600,0.208611,0.386270,0.382007,0.062103,2.203811,2.101557,0.182614,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
22.000000,18.643936,-0.141017,5.196802,-1.443554,0.053099,16.229426,0.302056,81.135199,-5.179326,0.575849,15.258200,0.250000,16.710259,-0.082105,4.597831,-1.496728,20.000000,0.000000,0.221974,0.000000,0.000000,0.005736,0.265762,-0.297531,4.843153,0.541576,-0.417765,-0.053214,0.058912,-0.598971,3.621457,-0.646669,-0.121975,0.003861,-0.009406,-0.001184,-0.007845,-0.009463,-0.037066,0.565030,1.930286,0.213846,0.405798,0.401828,0.067510,2.391969,2.289418,0.207995,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
