Time ,gndAlt,velLL X  ,velLL Y  ,velLL Z  ,r,Roll ,Pitch,Yaw  ,gps_velN,gps_velE,Baro Altitude,Baro Altitude RMS,Nav Alt,Nav velLL X,Nav velLL Y,Nav velLL Z,Baro Update Count,GPS Update Count,Baro Chi2,GPS Chi2,GPS2D Chi2,Ground Align Chi2,Roll Error,Pitch Error,Yaw Error,Vel N Error,Vel E Error,Vel D Error,velLL X Error,velLL Y Error,N Error (m),E Error (m),Alt Error (m),Acc Bias X Error,Acc Bias Y Error,Acc Bias Z Error,Gyro Bias X Error,Gyro Bias Y Error,Gyro Bias Z Error,Roll Stdev,Pitch Stdev,Yaw Stdev,VN Stdev,VE Stdev,VD Stdev,N Stdev,E Stdev,Alt Stdev,GPSResidual[GPS_N],GPSResidual[GPS_E],GPSResidual[GPS_ALT],GPSResidual[GPS_VN],GPSResidual[GPS_VE],GPSResidual[GPS_VD],
5.500000,0.101928,-0.001443,0.009293,0.002351,0.012105,14.032114,2.223682,81.175244,-0.005903,0.011169,0.141137,0.250000,0.005128,-0.001002,0.003690,-0.000955,4.000000,0.000000,0.307683,0.000000,0.000000,0.055070,-3.536895,-0.522352,-81.186652,0.008688,0.003691,-0.003378,0.000441,-0.005602,0.053284,-0.005068,-0.016137,0.008675,0.060532,-0.014138,-0.008346,-0.009391,-0.037810,4.788188,1.929037,0.041732,0.044600,0.044605,0.035157,0.059048,0.059051,0.055090,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
6.000000,0.101929,-0.001463,0.009436,0.002387,0.028539,14.032491,2.221072,81.185677,-0.052720,0.009727,0.141137,0.250000,0.005604,-0.001629,0.005785,-0.000963,4.000000,0.000000,0.307683,0.000000,0.000000,0.055070,-3.535445,-0.521316,-81.202918,0.007409,0.005786,-0.003222,-0.000165,-0.003651,0.057338,-0.001482,-0.017794,0.008675,0.060532,-0.014138,-0.008346,-0.009391,-0.037810,4.788351,1.929441,0.055682,0.058980,0.058988,0.043253,0.075922,0.075929,0.070438,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
6.500000,0.101928,-0.001485,0.009585,0.002425,0.042420,14.032886,2.218500,81.195970,0.063625,-0.025574,0.098291,0.250000,0.009102,-0.002228,0.010825,-0.000142,5.000000,0.000000,0.133887,0.000000,0.000000,0.013388,-3.545709,-0.520735,-81.215769,0.007405,0.010826,-0.002549,-0.000743,0.001240,0.062415,-0.001700,-0.022473,0.008651,0.060604,-0.014165,-0.008286,-0.009388,-0.037710,4.785359,1.929055,0.050050,0.043432,0.043433,0.033099,0.064522,0.064524,0.059729,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
7.000000,0.101928,-0.001449,0.009369,0.002370,0.007544,14.033208,2.215948,81.206140,0.000955,-0.032856,0.098291,0.250000,0.009299,-0.003270,0.015158,0.000238,5.000000,0.000000,0.133887,0.000000,0.000000,0.013388,-3.544539,-0.519779,-81.232049,0.006151,0.015159,-0.002115,-0.001820,0.005789,0.065944,0.004821,-0.023852,0.008651,0.060604,-0.014165,-0.008286,-0.009388,-0.037710,4.785526,1.929475,0.062343,0.056994,0.056995,0.040214,0.079100,0.079103,0.072764,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
7.500000,0.101928,-0.001473,0.009530,0.002411,0.016517,14.033686,2.213300,81.216790,0.097132,-0.102184,0.103829,0.250000,0.014317,-0.001605,0.005821,-0.000771,6.000000,0.000000,0.137095,0.000000,0.000000,0.086250,-3.564199,-0.519310,-81.238626,0.007536,0.005822,-0.003056,-0.000133,-0.003709,0.072421,-0.004067,-0.030050,0.008603,0.060697,-0.014202,-0.008083,-0.009375,-0.037409,4.784756,1.929223,0.047236,0.042864,0.042863,0.031914,0.068420,0.068421,0.062927,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8.000000,0.101929,-0.001438,0.009319,0.002357,-0.023450,14.034057,2.210659,81.227338,0.095559,-0.058742,0.103829,0.250000,0.015264,-0.002487,0.008884,-0.000509,6.000000,0.000000,0.137095,0.000000,0.000000,0.086250,-3.563017,-0.518246,-81.254490,0.006812,0.008885,-0.002833,-0.001049,-0.000436,0.076650,-0.002590,-0.032179,0.008603,0.060697,-0.014202,-0.008083,-0.009375,-0.037409,4.784925,1.929659,0.060006,0.056019,0.056016,0.038460,0.081609,0.081611,0.074448,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8.500000,0.101928,-0.001396,0.009054,0.002290,0.020746,14.034470,2.208149,81.237397,-0.055707,0.241796,-0.013899,0.250000,0.012960,-0.001480,0.004358,0.000617,7.000000,0.000000,0.011857,0.000000,0.000000,0.027470,-3.574878,-0.517959,-81.269820,0.007979,0.004359,-0.001748,-0.000084,-0.004696,0.082447,-0.007067,-0.031055,0.008577,0.060772,-0.014200,-0.007929,-0.009411,-0.037386,4.784195,1.929395,0.056678,0.042573,0.042572,0.031166,0.071104,0.071105,0.065015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
9.000000,0.101929,-0.001421,0.009230,0.002335,0.022148,14.034941,2.205588,81.247702,0.218712,-0.023828,-0.013899,0.250000,0.013344,-0.002057,0.005236,0.000678,7.000000,0.000000,0.011857,0.000000,0.000000,0.027470,-3.573763,-0.516910,-81.285847,0.007578,0.005238,-0.001730,-0.000636,-0.003994,0.086875,-0.007260,-0.032620,0.008577,0.060772,-0.014200,-0.007929,-0.009411,-0.037386,4.784368,1.929842,0.067894,0.055519,0.055515,0.037336,0.083446,0.083447,0.075526,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
9.500000,0.101929,-0.001445,0.009399,0.002378,0.021160,14.035354,2.203061,81.257836,0.255343,0.275405,0.206814,0.250000,0.025997,-0.000928,-0.000037,-0.002237,8.000000,0.000000,0.562125,0.000000,0.000000,0.023433,-3.571999,-0.516118,-81.295748,0.008499,-0.000037,-0.004594,0.000517,-0.009437,0.092505,-0.010041,-0.046454,0.008546,0.060660,-0.014215,-0.007813,-0.009414,-0.037196,4.783635,1.929559,0.053594,0.042425,0.042422,0.030658,0.072912,0.072913,0.066310,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
10.000000,0.101929,-0.001468,0.009560,0.002418,0.017707,14.035618,2.200383,81.268461,-0.021971,0.006456,0.206814,0.250000,0.027034,-0.001756,0.002145,-0.002069,8.000000,0.000000,0.562125,0.000000,0.000000,0.023433,-3.571301,-0.515137,-81.311647,0.007412,0.002146,-0.004361,-0.000288,-0.007415,0.096527,-0.008094,-0.048671,0.008546,0.060660,-0.014215,-0.007813,-0.009414,-0.037196,4.783811,1.930015,0.065235,0.055264,0.055258,0.036559,0.084738,0.084738,0.076142,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
10.500000,0.806093,-0.100247,0.797281,-1.414530,0.046996,-4.488322,-0.579885,80.909878,-0.631878,-0.053212,0.160445,0.250000,0.666651,-0.088225,0.714983,-1.511628,9.000000,0.000000,0.199103,0.000000,0.000000,0.011671,-3.597284,-0.534358,-81.151553,0.723992,0.688222,-0.095314,0.012021,-0.082299,0.389275,0.268631,-0.080365,0.008529,0.060770,-0.014231,-0.007765,-0.009434,-0.037120,4.781906,1.929429,0.240096,0.067134,0.119492,0.122781,0.077160,0.089711,0.073674,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11.000000,1.563202,-0.047962,0.340758,-1.331129,0.050257,-3.895903,-0.416862,80.905736,-0.942053,-0.117043,0.160445,0.250000,1.420654,-0.033626,0.243319,-1.502967,9.000000,0.000000,0.199103,0.000000,0.000000,0.011671,-3.558398,-0.536212,-81.175816,0.317777,0.236659,-0.170735,0.014336,-0.097439,0.647105,0.496360,-0.147113,0.008529,0.060770,-0.014231,-0.007765,-0.009434,-0.037120,4.781893,1.929866,0.232118,0.076390,0.099989,0.227753,0.097983,0.131222,0.138843,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11.500000,2.288478,-0.027897,0.094782,-1.406492,0.046941,-1.890505,-0.083344,80.899076,0.028896,0.001932,1.270309,0.250000,2.087741,-0.015131,0.006557,-1.502333,10.000000,0.000000,0.934006,0.000000,0.000000,0.011671,-1.428536,-0.497823,-81.298526,0.085941,0.018883,-0.095461,0.012766,-0.088224,0.741058,0.606397,-0.115740,0.007918,0.021492,-0.006914,-0.007777,-0.009452,-0.037089,4.241071,1.929729,0.189228,0.088767,0.090923,0.280206,0.128915,0.161422,0.227037,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
12.000000,2.990065,-0.026374,0.031953,-1.370586,0.047135,0.131113,0.023720,80.907709,-0.152087,-0.393925,1.270309,0.250000,2.839230,-0.011776,-0.078169,-1.499294,10.000000,0.000000,0.934006,0.000000,0.000000,0.011671,-1.432570,-0.502419,-81.317160,0.023265,-0.057097,-0.128257,0.014597,-0.110123,0.761498,0.589842,-0.171876,0.007918,0.021492,-0.006914,-0.007777,-0.009452,-0.037089,4.241215,1.930203,0.186139,0.099037,0.090218,0.358903,0.167635,0.197873,0.381866,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
12.500000,3.645561,-0.029855,0.092810,-1.253475,0.047800,0.992263,0.056766,80.918133,0.113790,0.367778,3.081877,0.250000,3.671112,-0.010908,-0.035759,-1.497906,11.000000,0.000000,0.049465,0.000000,0.000000,0.011671,-2.214836,-0.523706,-81.304039,0.083717,-0.020695,-0.243787,0.018947,-0.128569,0.788078,0.538778,-0.354572,0.008162,0.035829,-0.009572,-0.007776,-0.009445,-0.037100,2.391495,1.928979,0.132844,0.107704,0.095231,0.238939,0.211396,0.192342,0.300276,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
13.000000,4.277165,-0.033001,0.149873,-1.205332,0.050850,0.356955,0.026088,80.927992,-0.453856,-0.293848,3.081877,0.250000,4.421148,-0.011717,0.010251,-1.497945,11.000000,0.000000,0.049465,0.000000,0.000000,0.011671,-2.211657,-0.526018,-81.318714,0.141002,0.019343,-0.292017,0.021284,-0.139622,0.846752,0.540317,-0.488774,0.008162,0.035829,-0.009572,-0.007776,-0.009445,-0.037100,2.391912,1.929475,0.139462,0.119028,0.107840,0.285303,0.261324,0.231816,0.428003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
13.500000,4.963364,-0.030153,0.121940,-1.365530,0.048984,-0.711817,-0.064689,80.938488,-0.203666,-0.025700,4.184984,0.250000,4.882303,-0.012264,-0.040783,-1.502924,12.000000,0.000000,0.513474,0.000000,0.000000,0.011671,-0.790101,-0.490430,-81.387885,0.113696,-0.030184,-0.137152,0.017889,-0.162723,0.902973,0.592825,-0.283778,0.007643,0.009769,-0.004760,-0.007773,-0.009458,-0.037080,1.348381,1.929283,0.124297,0.133350,0.121193,0.167215,0.317910,0.269439,0.280219,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14.000000,5.653704,-0.026727,0.093441,-1.340728,0.051636,0.083604,-0.002375,80.948974,-0.238327,-0.188537,4.184984,0.250000,5.633914,-0.006516,-0.090224,-1.499445,12.000000,0.000000,0.513474,0.000000,0.000000,0.011671,-0.789523,-0.493884,-81.404731,0.089183,-0.078448,-0.158541,0.020211,-0.183664,0.951114,0.562665,-0.357937,0.007643,0.009769,-0.004760,-0.007773,-0.009458,-0.037080,1.349143,1.929791,0.130137,0.145369,0.134769,0.189238,0.381280,0.325618,0.365959,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14.500000,6.411673,-0.023056,0.084022,-1.535085,0.047360,-0.238748,-0.064289,80.959318,-0.686651,-0.372453,5.202636,0.250000,5.983127,-0.007128,-0.133038,-1.504012,13.000000,0.000000,1.535406,0.000000,0.000000,0.011671,0.424712,-0.454117,-81.468688,0.078707,-0.123359,0.030945,0.015928,-0.217060,0.976590,0.550625,0.037116,0.007028,-0.012555,-0.000662,-0.007766,-0.009470,-0.037063,0.929454,1.930017,0.131175,0.160763,0.148668,0.122648,0.451768,0.388210,0.253794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15.000000,7.188993,-0.020091,0.089380,-1.529553,0.048198,0.363303,0.004882,80.969506,-0.031503,-0.279244,5.202636,0.250000,6.735072,-0.001925,-0.153518,-1.499976,13.000000,0.000000,1.535406,0.000000,0.000000,0.011671,0.424361,-0.457389,-81.484128,0.087625,-0.147597,0.029443,0.018166,-0.242898,1.016356,0.480513,0.051975,0.007028,-0.012555,-0.000662,-0.007766,-0.009470,-0.037063,0.930613,1.930554,0.137258,0.173604,0.162798,0.135023,0.529088,0.459447,0.314472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15.500000,7.982460,-0.020717,0.126297,-1.566733,0.048271,0.459420,0.013063,80.979351,-0.256827,0.091682,6.724647,0.250000,7.393270,-0.001615,-0.144693,-1.499603,14.000000,0.000000,0.125472,0.000000,0.000000,0.011671,0.619554,-0.448228,-81.507503,0.124368,-0.143917,0.066892,0.019103,-0.270990,1.064258,0.410784,0.173234,0.006841,-0.016147,-0.000006,-0.007764,-0.009472,-0.037061,0.751529,1.930811,0.141837,0.187450,0.177137,0.097175,0.612758,0.537856,0.232761,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
16.000000,8.785046,-0.022302,0.167257,-1.566710,0.050838,0.508120,0.030743,80.989463,-0.249215,0.140035,6.724647,0.250000,8.143839,-0.000696,-0.129160,-1.498352,14.000000,0.000000,0.125472,0.000000,0.000000,0.011671,0.620150,-0.450950,-81.523046,0.166045,-0.133237,0.068157,0.021606,-0.296418,1.136965,0.341090,0.206750,0.006841,-0.016147,-0.000006,-0.007764,-0.009472,-0.037061,0.753042,1.931370,0.147966,0.201315,0.191987,0.106037,0.703215,0.623716,0.279308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
16.500000,9.591264,-0.025125,0.209712,-1.562341,0.048851,0.504580,0.041707,81.000193,-0.269845,-0.045128,8.301479,0.250000,8.907039,-0.000592,-0.111374,-1.497503,15.000000,0.000000,0.003522,0.000000,0.000000,0.011671,0.600990,-0.456009,-81.538282,0.208685,-0.119291,0.064632,0.024533,-0.321086,1.231887,0.277802,0.226070,0.006883,-0.015766,-0.000076,-0.007764,-0.009472,-0.037061,0.669159,1.931468,0.153402,0.215578,0.207019,0.082664,0.800217,0.717016,0.217128,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
17.000000,10.402518,-0.028283,0.249833,-1.563587,0.049737,0.469216,0.040897,81.009838,-0.384709,0.281466,8.301479,0.250000,9.657066,-0.000822,-0.096077,-1.497847,15.000000,0.000000,0.003522,0.000000,0.000000,0.011671,0.603244,-0.458687,-81.553981,0.248769,-0.107114,0.065534,0.027461,-0.345909,1.346609,0.221121,0.258358,0.006883,-0.015766,-0.000076,-0.007764,-0.009472,-0.037061,0.670944,1.932048,0.159372,0.230444,0.222650,0.089842,0.904401,0.817925,0.255439,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
17.500000,11.203255,-0.033837,0.289500,-1.522453,0.050506,0.495245,0.089819,81.020383,-0.302481,0.005958,10.028818,0.250000,10.532200,-0.000791,-0.075659,-1.496685,16.000000,0.000000,0.426291,0.000000,0.000000,0.011671,0.447065,-0.498306,-81.563242,0.288998,-0.087426,0.025556,0.033046,-0.365159,1.494426,0.177743,0.150479,0.007505,-0.012869,-0.000609,-0.007765,-0.009471,-0.037063,0.628214,1.931836,0.164907,0.245288,0.238407,0.074147,1.015381,0.926513,0.205638,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
18.000000,12.003837,-0.039682,0.326448,-1.521227,0.048797,0.419781,0.056816,81.031046,-0.360818,0.011162,10.028818,0.250000,11.281842,-0.003251,-0.062362,-1.497070,16.000000,0.000000,0.426291,0.000000,0.000000,0.011671,0.449893,-0.500416,-81.579668,0.324193,-0.074007,0.023988,0.036431,-0.388809,1.648130,0.137549,0.162609,0.007505,-0.012869,-0.000609,-0.007765,-0.009471,-0.037063,0.630188,1.932441,0.170747,0.261122,0.254847,0.080418,1.134010,1.043090,0.238946,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
18.500000,12.792616,-0.046517,0.359628,-1.478737,0.048375,0.414529,0.106966,81.041962,-0.366918,0.006927,11.684833,0.250000,12.164042,-0.003519,-0.046473,-1.496225,17.000000,0.000000,0.585893,0.000000,0.000000,0.011671,0.316438,-0.556726,-81.590293,0.357921,-0.056544,-0.017632,0.042999,-0.406101,1.838359,0.115688,0.026389,0.008426,-0.010376,-0.001077,-0.007763,-0.009471,-0.037065,0.607031,1.931798,0.176266,0.276973,0.271445,0.069011,1.259906,1.167664,0.197243,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
19.000000,13.579546,-0.053099,0.390322,-1.476031,0.051475,0.367117,0.060677,81.051603,-0.433391,0.025590,11.684833,0.250000,12.913666,-0.006307,-0.038496,-1.497211,17.000000,0.000000,0.585893,0.000000,0.000000,0.011671,0.318742,-0.558519,-81.606310,0.386637,-0.046696,-0.021358,0.046792,-0.428819,2.024760,0.090008,0.016395,0.008426,-0.010376,-0.001077,-0.007763,-0.009471,-0.037065,0.609168,1.932423,0.181967,0.293755,0.288713,0.074701,1.394010,1.300662,0.227411,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
19.500000,14.373945,-0.055168,0.417753,-1.487253,0.048608,0.345188,0.014616,81.061493,-0.552873,0.221925,12.945051,0.250000,13.615086,-0.005622,-0.036033,-1.498157,18.000000,0.000000,0.091672,0.000000,0.000000,0.011671,0.361629,-0.535105,-81.624078,0.414812,-0.046323,-0.011147,0.049546,-0.453786,2.215803,0.060915,0.058298,0.007990,-0.011132,-0.000931,-0.007765,-0.009470,-0.037064,0.596213,1.931263,0.187525,0.311094,0.306344,0.065731,1.536108,1.442079,0.191126,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
20.000000,15.171741,-0.056926,0.444341,-1.483413,0.045990,0.349650,0.044496,81.072341,-0.681726,-0.179688,12.945051,0.250000,14.365162,-0.003125,-0.032169,-1.497457,18.000000,0.000000,0.091672,0.000000,0.000000,0.011671,0.363181,-0.537979,-81.639957,0.443876,-0.044835,-0.014126,0.053801,-0.476510,2.430779,0.037799,0.051741,0.007990,-0.011132,-0.000931,-0.007765,-0.009470,-0.037064,0.598434,1.931920,0.193011,0.328766,0.324444,0.070939,1.687046,1.592382,0.219226,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
20.500000,16.000482,-0.084363,1.137496,-1.483874,0.052107,14.282445,0.477453,81.121470,-1.796347,0.925076,14.392018,0.250000,15.064940,-0.026959,0.605453,-1.491693,19.000000,0.000000,0.103193,0.000000,0.000000,0.011671,0.409247,-0.509410,-81.654375,1.094361,0.516080,-0.008016,0.057404,-0.532042,2.744533,0.094897,0.096504,0.007462,-0.011766,-0.000804,-0.007768,-0.009469,-0.037064,0.590271,1.930525,0.197991,0.346892,0.342887,0.063383,1.846323,1.751474,0.186605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
21.000000,16.965404,-0.125432,2.477595,-1.477821,0.056309,15.969344,0.510452,81.141373,-2.845844,0.244504,14.392018,0.250000,15.812228,-0.063963,1.921109,-1.494156,19.000000,0.000000,0.103193,0.000000,0.000000,0.011671,0.397059,-0.508436,-81.670278,2.397254,1.666994,-0.016412,0.061469,-0.556486,3.612663,0.636017,0.090092,0.007462,-0.011766,-0.000804,-0.007768,-0.009469,-0.037064,0.592402,1.931260,0.203289,0.365503,0.361825,0.068463,2.014933,1.919908,0.213195,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
21.500000,18.092981,-0.166665,3.839241,-1.461476,0.053619,16.107632,0.532072,81.158375,-3.583395,0.058797,16.024773,0.250000,16.594775,-0.100666,3.263330,-1.495391,20.000000,0.000000,0.055117,0.000000,0.000000,0.011671,0.375300,-0.530858,9.047327,0.532804,-0.534857,-0.034029,0.065999,-0.575911,3.292427,-0.495531,0.042100,0.007877,-0.011391,-0.000882,-0.007750,-0.009471,-0.037064,0.587921,1.929301,0.208532,0.384500,0.381160,0.062734,2.192221,2.097716,0.183174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
22.000000,19.382585,-0.207262,5.160121,-1.453629,0.055541,16.117940,0.533181,81.169384,-5.271088,0.375456,16.024773,0.250000,17.344012,-0.138285,4.565485,-1.496646,20.000000,0.000000,0.055117,0.000000,0.000000,0.011671,0.376444,-0.529200,9.031343,0.543276,-0.738786,-0.043080,0.068977,-0.594636,3.561583,-0.814129,0.022535,0.007877,-0.011391,-0.000882,-0.007750,-0.009471,-0.037064,0.590329,1.930000,0.213768,0.404098,0.400968,0.068259,2.379368,2.285142,0.208900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
