Time ,gndAlt,velLL X  ,velLL Y  ,velLL Z  ,r,Roll ,Pitch,Yaw  ,gps_velN,gps_velE,Baro Altitude,Baro Altitude RMS,Nav Alt,Nav velLL X,Nav velLL Y,Nav velLL Z,Baro Update Count,GPS Update Count,Baro Chi2,GPS Chi2,Ground Align Chi2,Roll Error,Pitch Error,Yaw Error,Vel N Error,Vel E Error,Vel D Error,velLL X Error,velLL Y Error,N Error (m),E Error (m),Alt Error (m),Acc Bias X Error,Acc Bias Y Error,Acc Bias Z Error,Gyro Bias X Error,Gyro Bias Y Error,Gyro Bias Z Error,Roll Stdev,Pitch Stdev,Yaw Stdev,VN Stdev,VE Stdev,VD Stdev,N Stdev,E Stdev,Alt Stdev,GPSResidual[GPS_N],GPSResidual[GPS_E],GPSResidual[GPS_ALT],GPSResidual[GPS_VN],GPSResidual[GPS_VE],GPSResidual[GPS_VD],
5.500000,0.101928,-0.001443,0.009293,0.002351,0.012105,14.032114,2.223682,81.175244,-0.014957,-0.002500,0.096163,0.250000,0.000927,-0.001002,0.003314,0.000553,4.000000,0.000000,0.149334,0.000000,0.059017,-3.541860,-0.522688,-81.186652,0.008688,0.003314,-0.001869,0.000441,-0.005979,0.053284,-0.005074,-0.011937,0.008682,0.060583,-0.014106,-0.008353,-0.009391,-0.037810,4.785707,1.928930,0.041732,0.044599,0.044604,0.035150,0.059048,0.059051,0.055090,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
6.000000,0.101929,-0.001463,0.009436,0.002387,0.028539,14.032491,2.221072,81.185677,-0.198995,0.038175,0.096163,0.250000,0.000600,-0.001628,0.005196,0.000744,4.000000,0.000000,0.149334,0.000000,0.059017,-3.540407,-0.521652,-81.202917,0.007409,0.005197,-0.001515,-0.000165,-0.004240,0.057338,-0.001730,-0.012790,0.008682,0.060583,-0.014106,-0.008353,-0.009391,-0.037810,4.785871,1.929334,0.055682,0.058978,0.058985,0.043241,0.075921,0.075928,0.070435,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
6.500000,0.101928,-0.001485,0.009585,0.002425,0.042420,14.032886,2.218500,81.195970,-0.068111,0.340014,-0.126436,0.250000,-0.005693,-0.002228,0.010466,0.003950,5.000000,0.000000,0.248986,0.000000,0.011596,-3.551011,-0.521798,-81.215767,0.007405,0.010467,0.001543,-0.000743,0.000881,0.062415,-0.001684,-0.007679,0.008672,0.060665,-0.014088,-0.008299,-0.009388,-0.037710,4.784283,1.929013,0.050050,0.043432,0.043433,0.033099,0.064522,0.064524,0.059729,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
7.000000,0.101928,-0.001449,0.009369,0.002370,0.007544,14.033208,2.215948,81.206140,-0.264484,-0.163602,-0.126436,0.250000,-0.007648,-0.003269,0.014569,0.004761,5.000000,0.000000,0.248986,0.000000,0.011596,-3.549835,-0.520843,-81.232047,0.006151,0.014570,0.002407,-0.001820,0.005200,0.065943,0.004600,-0.006904,0.008672,0.060665,-0.014088,-0.008299,-0.009388,-0.037710,4.784453,1.929434,0.062343,0.056992,0.056993,0.040213,0.079100,0.079103,0.072763,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
7.500000,0.101928,-0.001473,0.009530,0.002411,0.016517,14.033686,2.213300,81.216790,-0.294065,0.113555,0.073170,0.250000,0.000244,-0.001605,0.005561,0.001193,6.000000,0.000000,0.089403,0.000000,0.090018,-3.562943,-0.520799,-81.238625,0.007536,0.005561,-0.001092,-0.000133,-0.003970,0.072421,-0.004001,-0.015978,0.008631,0.060659,-0.014161,-0.008103,-0.009374,-0.037408,4.784085,1.929239,0.047236,0.042863,0.042863,0.031914,0.068420,0.068421,0.062928,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8.000000,0.101929,-0.001438,0.009319,0.002357,-0.023450,14.034057,2.210659,81.227338,-0.019053,0.063739,0.073170,0.250000,0.000167,-0.002488,0.008511,0.001625,6.000000,0.000000,0.089403,0.000000,0.090018,-3.561751,-0.519735,-81.254488,0.006812,0.008512,-0.000700,-0.001050,-0.000809,0.076650,-0.002682,-0.017082,0.008631,0.060659,-0.014161,-0.008103,-0.009374,-0.037408,4.784260,1.929675,0.060006,0.056018,0.056016,0.038459,0.081609,0.081611,0.074447,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8.500000,0.101928,-0.001396,0.009054,0.002290,0.020746,14.034470,2.208149,81.237397,0.188687,0.345084,-0.117868,0.250000,-0.006908,-0.001480,0.004189,0.002870,7.000000,0.000000,0.210385,0.000000,0.027842,-3.575354,-0.520028,-81.269817,0.007979,0.004190,0.000506,-0.000084,-0.004865,0.082447,-0.007042,-0.011187,0.008614,0.060773,-0.014168,-0.007955,-0.009411,-0.037386,4.783787,1.929448,0.056678,0.042573,0.042571,0.031166,0.071104,0.071105,0.065015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
9.000000,0.101929,-0.001421,0.009230,0.002335,0.022148,14.034941,2.205588,81.247702,0.086824,-0.150995,-0.117868,0.250000,-0.007692,-0.002057,0.005002,0.003097,7.000000,0.000000,0.210385,0.000000,0.027842,-3.574226,-0.518978,-81.285843,0.007578,0.005004,0.000689,-0.000636,-0.004228,0.086875,-0.007336,-0.011584,0.008614,0.060773,-0.014168,-0.007955,-0.009411,-0.037386,4.783967,1.929896,0.067894,0.055519,0.055514,0.037335,0.083446,0.083447,0.075526,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
9.500000,0.101929,-0.001445,0.009399,0.002378,0.021160,14.035354,2.203061,81.257836,0.004191,0.047146,-0.124494,0.250000,-0.013593,-0.000926,-0.000106,0.002714,8.000000,0.000000,0.212547,0.000000,0.026331,-3.588392,-0.519587,-81.295743,0.008501,-0.000105,0.000357,0.000519,-0.009505,0.092505,-0.010002,-0.006863,0.008608,0.060952,-0.014205,-0.007844,-0.009414,-0.037196,4.783400,1.929637,0.053594,0.042425,0.042422,0.030655,0.072912,0.072913,0.066310,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
10.000000,0.101929,-0.001468,0.009560,0.002418,0.017707,14.035618,2.200383,81.268461,-0.426508,0.207511,-0.124494,0.250000,-0.015111,-0.001753,0.002074,0.003196,8.000000,0.000000,0.212547,0.000000,0.026331,-3.587678,-0.518607,-81.311642,0.007415,0.002075,0.000904,-0.000285,-0.007486,0.096528,-0.008090,-0.006526,0.008608,0.060952,-0.014205,-0.007844,-0.009414,-0.037196,4.783584,1.930095,0.065235,0.055264,0.055258,0.036556,0.084738,0.084738,0.076141,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
10.500000,0.806819,-0.100496,0.798180,-1.415850,0.046673,-4.481153,-0.575323,80.910899,-0.699646,-0.023282,0.052784,0.250000,0.625782,-0.088340,0.715510,-1.510446,9.000000,0.000000,0.028513,0.000000,0.009582,-3.608121,-0.538533,-81.151374,0.724775,0.688862,-0.092763,0.012156,-0.082669,0.389524,0.268749,-0.038845,0.008604,0.060966,-0.014236,-0.007797,-0.009433,-0.037119,4.782120,1.929531,0.239737,0.067172,0.119567,0.123101,0.077168,0.089759,0.073672,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11.000000,1.565001,-0.048386,0.341848,-1.333180,0.045689,-3.895425,-0.416488,80.907642,-0.265118,0.403905,0.052784,0.250000,1.379487,-0.033929,0.244022,-1.502608,9.000000,0.000000,0.028513,0.000000,0.009582,-3.569226,-0.540401,-81.175789,0.318610,0.237620,-0.168295,0.014457,-0.097827,0.647766,0.496904,-0.104362,0.008604,0.060966,-0.014236,-0.007797,-0.009433,-0.037119,4.782122,1.929971,0.232094,0.076444,0.100108,0.228187,0.098015,0.131334,0.138998,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11.500000,2.224615,-0.033829,0.217851,-1.196263,0.044820,0.247246,0.006999,80.904930,-0.238579,-0.043146,1.618182,0.250000,2.161866,-0.014629,0.095007,-1.499075,10.000000,0.000000,0.122177,0.000000,0.009582,-4.350142,-0.564425,-81.188047,0.206062,0.094094,-0.301310,0.019200,-0.122844,0.765855,0.545573,-0.257466,0.008824,0.075191,-0.016887,-0.007790,-0.009427,-0.037130,4.239712,1.929810,0.183176,0.085425,0.083362,0.297556,0.127822,0.158123,0.230657,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
12.000000,2.829473,-0.037565,0.254595,-1.100504,0.045509,0.327060,0.055761,80.915855,-0.285144,-0.636232,1.618182,0.250000,2.912282,-0.015554,0.128990,-1.498137,10.000000,0.000000,0.122177,0.000000,0.009582,-4.353658,-0.568546,-81.207935,0.241936,0.125968,-0.396078,0.022011,-0.125604,0.878080,0.599942,-0.432044,0.008824,0.075191,-0.016887,-0.007790,-0.009427,-0.037130,4.239902,1.930287,0.183984,0.096030,0.085361,0.396032,0.164853,0.189968,0.398785,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
12.500000,3.530942,-0.032906,0.145505,-1.412319,0.051033,-2.342289,-0.129725,80.930517,-0.243091,-0.063233,2.567223,0.250000,3.293425,-0.018727,0.018532,-1.507181,11.000000,0.000000,0.916749,0.000000,0.009582,-0.941191,-0.495356,-81.350383,0.133861,0.027863,-0.094446,0.014179,-0.126973,0.970682,0.761282,-0.143011,0.007846,0.012516,-0.005268,-0.007807,-0.009457,-0.037082,2.307579,1.929235,0.135811,0.112598,0.096803,0.248200,0.210212,0.189288,0.307631,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
13.000000,4.239481,-0.025156,0.025848,-1.382445,0.047838,-0.354079,-0.032793,80.938803,-0.026073,-0.022715,2.567223,0.250000,4.046292,-0.009108,-0.124732,-1.500700,11.000000,0.000000,0.916749,0.000000,0.009582,-0.939028,-0.499348,-81.367752,0.020110,-0.103929,-0.118086,0.016048,-0.150580,1.002202,0.735304,-0.196353,0.007846,0.012516,-0.005268,-0.007807,-0.009457,-0.037082,2.307979,1.929715,0.138955,0.123445,0.108440,0.288603,0.262860,0.230994,0.438626,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
13.500000,5.019299,-0.019880,-0.011902,-1.608123,0.049458,-0.524237,-0.074452,80.949587,-0.270833,0.257550,3.724994,0.250000,4.438236,-0.009077,-0.184203,-1.505925,12.000000,0.000000,0.749002,0.000000,0.009582,0.723284,-0.462089,-81.450267,-0.018453,-0.162623,0.102159,0.010803,-0.172302,0.990377,0.732566,0.187697,0.007312,-0.018092,0.000380,-0.007809,-0.009473,-0.037058,1.278828,1.929671,0.123206,0.138492,0.121983,0.162329,0.322436,0.270012,0.280233,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14.000000,5.821132,-0.016184,-0.015010,-1.605944,0.050206,0.406006,-0.004878,80.959269,0.103601,0.186464,3.724994,0.250000,5.190618,-0.003839,-0.215588,-1.500438,12.000000,0.000000,0.749002,0.000000,0.009582,0.722801,-0.465447,-81.465005,-0.018576,-0.197096,0.105307,0.012345,-0.200578,0.978070,0.639227,0.239337,0.007312,-0.018092,0.000380,-0.007809,-0.009473,-0.037058,1.279620,1.930190,0.129079,0.150127,0.135283,0.180306,0.388719,0.327051,0.362701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14.500000,6.591928,-0.019474,0.052992,-1.510803,0.049169,1.005809,0.071113,80.971164,-0.250705,0.133635,5.596121,0.250000,6.133047,-0.002050,-0.170426,-1.498071,13.000000,0.000000,0.355119,0.000000,0.009582,0.171978,-0.490516,-81.459177,0.050366,-0.159345,0.012625,0.017424,-0.223418,0.992861,0.527854,0.066508,0.007639,-0.007987,-0.001477,-0.007813,-0.009468,-0.037066,0.889460,1.930380,0.130175,0.160833,0.148676,0.117408,0.459845,0.389614,0.251194,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15.000000,7.358216,-0.024027,0.122849,-1.505056,0.051902,0.617089,0.039581,80.980711,-0.199443,0.130498,5.596121,0.250000,6.883082,-0.004498,-0.123045,-1.497916,13.000000,0.000000,0.355119,0.000000,0.009582,0.175115,-0.492652,-81.474999,0.118594,-0.118436,0.006972,0.019528,-0.245894,1.036699,0.459557,0.071158,0.007639,-0.007987,-0.001477,-0.007813,-0.009468,-0.037066,0.890696,1.930915,0.136708,0.173716,0.162786,0.129502,0.537029,0.460864,0.309271,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15.500000,8.132086,-0.025863,0.163381,-1.509312,0.048047,0.403617,0.018758,80.990872,-0.215461,-0.060760,6.981058,0.250000,7.609925,-0.004434,-0.105956,-1.498169,14.000000,0.000000,0.008275,0.000000,0.009582,0.226006,-0.490827,-81.492868,0.159463,-0.105881,0.010996,0.021429,-0.269337,1.105714,0.405070,0.099788,0.007573,-0.008851,-0.001319,-0.007813,-0.009468,-0.037065,0.727946,1.930948,0.141628,0.187165,0.177064,0.094484,0.620329,0.539222,0.230407,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
16.000000,8.908950,-0.027313,0.196675,-1.504388,0.046638,0.413382,0.027105,81.001292,-0.372086,-0.075382,6.981058,0.250000,8.360026,-0.003342,-0.095791,-1.498103,14.000000,0.000000,0.008275,0.000000,0.009582,0.227598,-0.493455,-81.508776,0.193741,-0.099481,0.006300,0.023971,-0.292466,1.194226,0.353455,0.103856,0.007573,-0.008851,-0.001319,-0.007813,-0.009468,-0.037065,0.729508,1.931511,0.147791,0.201050,0.191910,0.103398,0.710396,0.625047,0.275633,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
16.500000,9.679939,-0.030635,0.232900,-1.479106,0.052181,0.454842,0.054180,81.012104,-0.275833,-0.596792,8.592526,0.250000,9.165463,-0.002839,-0.080276,-1.497387,15.000000,0.000000,0.066436,0.000000,0.009582,0.144049,-0.511105,-81.521429,0.230609,-0.086343,-0.018385,0.027795,-0.313176,1.305376,0.306672,0.042599,0.007821,-0.007294,-0.001606,-0.007814,-0.009468,-0.037066,0.653586,1.931243,0.153275,0.215132,0.206900,0.081477,0.806852,0.718291,0.215505,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
17.000000,10.450368,-0.034367,0.268053,-1.473566,0.047276,0.404626,0.042772,81.022134,-0.239867,-0.137694,8.592526,0.250000,9.915305,-0.003582,-0.067496,-1.498044,15.000000,0.000000,0.066436,0.000000,0.009582,0.146270,-0.513438,-81.537352,0.265361,-0.075309,-0.024472,0.030785,-0.335549,1.429744,0.266262,0.031623,0.007821,-0.007294,-0.001606,-0.007814,-0.009468,-0.037066,0.655409,1.931827,0.159267,0.230014,0.222528,0.088780,0.910534,0.819134,0.253225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
17.500000,11.220478,-0.037586,0.299453,-1.462974,0.047149,0.379360,0.044344,81.032461,-0.472138,0.073654,10.072990,0.250000,10.677177,-0.003340,-0.057779,-1.497397,16.000000,0.000000,0.003973,0.000000,0.009582,0.134076,-0.520533,-81.552768,0.297247,-0.067269,-0.034539,0.034246,-0.357231,1.572204,0.231022,0.004196,0.007898,-0.007030,-0.001655,-0.007814,-0.009468,-0.037066,0.616775,1.931137,0.164905,0.245271,0.238391,0.073728,1.021176,0.927701,0.204670,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
18.000000,11.990850,-0.040865,0.328991,-1.457170,0.047446,0.363246,0.043656,81.042529,0.113221,0.218456,10.072990,0.250000,11.427117,-0.003144,-0.050219,-1.497994,16.000000,0.000000,0.003973,0.000000,0.009582,0.135951,-0.523298,-81.568672,0.327226,-0.061023,-0.040872,0.037721,-0.379211,1.728608,0.198795,-0.014902,0.007898,-0.007030,-0.001655,-0.007814,-0.009468,-0.037066,0.618785,1.931744,0.170700,0.261102,0.254829,0.080047,1.139618,1.044265,0.237745,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
18.500000,12.759602,-0.044680,0.357464,-1.444942,0.052437,0.356157,0.056112,81.052889,-0.139507,0.020168,11.599495,0.250000,12.195515,-0.002820,-0.042726,-1.497599,17.000000,0.000000,0.011478,0.000000,0.009582,0.119553,-0.534876,-81.583788,0.356347,-0.054151,-0.052718,0.041859,-0.400190,1.902897,0.171310,-0.057659,0.008051,-0.006699,-0.001719,-0.007813,-0.009468,-0.037067,0.597839,1.930581,0.176280,0.277291,0.271536,0.068881,1.265439,1.168869,0.196717,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
19.000000,13.527936,-0.048788,0.384792,-1.438456,0.050118,0.342975,0.052431,81.062990,-0.621457,0.248683,11.599495,0.250000,12.945442,-0.003038,-0.037029,-1.497851,17.000000,0.000000,0.011478,0.000000,0.009582,0.121334,-0.537634,-81.599672,0.383839,-0.048574,-0.059425,0.045749,-0.421821,2.088202,0.145477,-0.085946,0.008051,-0.006699,-0.001719,-0.007813,-0.009468,-0.037067,0.599992,1.931213,0.181930,0.294048,0.288800,0.074561,1.399602,1.301906,0.226797,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
19.500000,14.295666,-0.052873,0.411031,-1.430198,0.047096,0.335653,0.056786,81.073398,-0.488133,-0.024503,13.093739,0.250000,13.701664,-0.002808,-0.032010,-1.498110,18.000000,0.000000,0.001531,0.000000,0.009582,0.118013,-0.543942,-81.615474,0.410685,-0.043530,-0.067911,0.050065,-0.443041,2.288459,0.123004,-0.124496,0.008114,-0.006606,-0.001737,-0.007813,-0.009468,-0.037067,0.588242,1.929590,0.187438,0.311208,0.306377,0.065701,1.541580,1.443341,0.190854,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
20.000000,15.063100,-0.057103,0.436473,-1.423083,0.047320,0.329152,0.057023,81.083779,-0.511855,0.068805,13.093739,0.250000,14.451645,-0.002671,-0.027929,-1.497667,18.000000,0.000000,0.001531,0.000000,0.009582,0.119771,-0.546681,-81.631370,0.436662,-0.039143,-0.074671,0.054432,-0.464402,2.500542,0.102145,-0.160383,0.008114,-0.006606,-0.001737,-0.007813,-0.009468,-0.037067,0.590504,1.930246,0.192959,0.328873,0.324476,0.070925,1.692442,1.593652,0.218932,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
20.500000,15.869520,-0.083163,1.136391,-1.444750,0.053042,14.438977,0.431712,81.124939,-1.199772,-0.290765,14.280413,0.250000,15.062564,-0.027863,0.612978,-1.492051,19.000000,0.000000,0.830322,0.000000,0.009582,0.225081,-0.455722,-81.649577,1.091932,0.522766,-0.047480,0.055300,-0.523413,2.786151,0.148106,-0.048564,0.006508,-0.008332,-0.001385,-0.007823,-0.009465,-0.037066,0.583226,1.928441,0.198003,0.347211,0.343010,0.063389,1.851708,1.752786,0.186485,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
21.000000,16.814975,-0.119926,2.491659,-1.435450,0.052978,16.151925,0.457411,81.143124,-2.738302,0.349552,14.280413,0.250000,15.810038,-0.060525,1.944974,-1.493802,19.000000,0.000000,0.830322,0.000000,0.009582,0.212767,-0.454667,-81.665697,2.413486,1.683412,-0.058400,0.059401,-0.546685,3.657678,0.694993,-0.075329,0.006508,-0.008332,-0.001385,-0.007823,-0.009465,-0.037066,0.585426,1.929165,0.203305,0.365800,0.361953,0.068459,2.020401,1.921274,0.213074,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
21.500000,17.947160,-0.153502,3.880591,-1.476368,0.054746,16.179210,0.345353,81.121517,-3.319418,-0.486774,15.537044,0.250000,16.381483,-0.096468,3.313109,-1.497674,20.000000,0.000000,1.508888,0.000000,0.009582,0.319913,-0.323168,0.773059,0.540656,-0.072409,-0.021362,0.057034,-0.567483,3.282892,-0.291383,0.087947,0.004281,-0.010232,-0.000983,-0.007920,-0.009458,-0.037065,0.582102,1.926818,0.208644,0.385313,0.381529,0.062731,2.198012,2.099221,0.183126,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
22.000000,19.248589,-0.177738,5.204906,-1.467238,0.054284,16.174476,0.326926,81.126819,-4.719105,1.254636,15.537044,0.250000,17.131329,-0.117913,4.619584,-1.497527,20.000000,0.000000,1.508888,0.000000,0.009582,0.321617,-0.321107,0.757142,0.557553,-0.088626,-0.030327,0.059825,-0.585322,3.557623,-0.331495,0.074737,0.004281,-0.010232,-0.000983,-0.007920,-0.009458,-0.037065,0.584658,1.927482,0.213890,0.404875,0.401350,0.068181,2.385588,2.286821,0.208832,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
22.500000,20.711572,-0.198675,6.463646,-1.473899,0.053767,16.043668,0.291783,81.127157,-6.069596,0.657063,17.216251,0.250000,17.861210,-0.188456,6.135154,-1.497840,21.000000,1.000000,0.025195,1.076255,0.009582,0.468232,-0.283000,-0.185148,0.307536,-0.017861,-0.023957,0.010219,-0.328492,2.230759,-0.353686,0.082548,0.004076,-0.010245,-0.000984,-0.010912,-0.008988,-0.037122,0.527754,1.772507,0.219032,0.199734,0.160458,0.060873,0.869747,0.673244,0.179681,-1.532402,-0.065743,-0.101658,-0.563329,0.151588,-0.221110,
