Time ,gndAlt,velLL X  ,velLL Y  ,velLL Z  ,r,Roll ,Pitch,Yaw  ,gps_velN,gps_velE,Baro Altitude,Baro Altitude RMS,Nav Alt,Nav velLL X,Nav velLL Y,Nav velLL Z,Baro Update Count,GPS Update Count,Baro Chi2,GPS Chi2,Ground Align Chi2,Roll Error,Pitch Error,Yaw Error,Vel N Error,Vel E Error,Vel D Error,velLL X Error,velLL Y Error,N Error (m),E Error (m),Alt Error (m),Acc Bias X Error,Acc Bias Y Error,Acc Bias Z Error,Gyro Bias X Error,Gyro Bias Y Error,Gyro Bias Z Error,Roll Stdev,Pitch Stdev,Yaw Stdev,VN Stdev,VE Stdev,VD Stdev,N Stdev,E Stdev,Alt Stdev,GPSResidual[GPS_N],GPSResidual[GPS_E],GPSResidual[GPS_ALT],GPSResidual[GPS_VN],GPSResidual[GPS_VE],GPSResidual[GPS_VD],
5.500000,0.101928,-0.001443,0.009293,0.002351,0.012105,14.032114,2.223682,81.175244,-0.064034,0.187731,0.223153,0.250000,0.010179,-0.001002,0.003575,-0.002700,4.000000,0.000000,0.757863,0.000000,0.053616,-3.527835,-0.521788,-81.186653,0.008688,0.003575,-0.005122,0.000440,-0.005718,0.053284,-0.005113,-0.021189,0.008664,0.060355,-0.014153,-0.008347,-0.009391,-0.037810,4.785575,1.928951,0.041732,0.044600,0.044605,0.035157,0.059048,0.059051,0.055089,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
6.000000,0.101929,-0.001463,0.009436,0.002387,0.028539,14.032491,2.221072,81.185677,-0.012072,-0.011611,0.223153,0.250000,0.011583,-0.001630,0.005605,-0.002929,4.000000,0.000000,0.757863,0.000000,0.053616,-3.526385,-0.520751,-81.202919,0.007408,0.005606,-0.005188,-0.000167,-0.003831,0.057338,-0.001601,-0.023773,0.008664,0.060355,-0.014153,-0.008347,-0.009391,-0.037810,4.785738,1.929355,0.055682,0.058980,0.058987,0.043252,0.075921,0.075928,0.070437,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
6.500000,0.101928,-0.001485,0.009585,0.002425,0.042420,14.032886,2.218500,81.195970,0.019808,0.154038,0.357121,0.250000,0.026341,-0.002229,0.010806,-0.004831,5.000000,0.000000,1.852846,0.000000,0.015761,-3.535343,-0.519344,-81.215770,0.007404,0.010806,-0.007238,-0.000744,0.001221,0.062415,-0.001721,-0.039712,0.008624,0.060417,-0.014231,-0.008289,-0.009388,-0.037710,4.782956,1.928986,0.050050,0.043433,0.043434,0.033099,0.064522,0.064524,0.059728,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
7.000000,0.101928,-0.001449,0.009369,0.002370,0.007544,14.033208,2.215948,81.206140,-0.028572,-0.023173,0.357121,0.250000,0.029001,-0.003271,0.015184,-0.004924,5.000000,0.000000,1.852846,0.000000,0.015761,-3.534172,-0.518388,-81.232050,0.006149,0.015186,-0.007278,-0.001822,0.005816,0.065943,0.004802,-0.043554,0.008624,0.060417,-0.014231,-0.008289,-0.009388,-0.037710,4.783123,1.929406,0.062343,0.056994,0.056995,0.040214,0.079100,0.079103,0.072763,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
7.500000,0.101928,-0.001473,0.009530,0.002411,0.016517,14.033686,2.213300,81.216790,-0.097595,1.212354,0.264761,0.250000,0.037712,-0.001606,0.005815,-0.004755,6.000000,0.000000,0.885884,0.000000,0.103232,-3.554810,-0.517056,-81.238627,0.007535,0.005816,-0.007040,-0.000134,-0.003715,0.072421,-0.004100,-0.053446,0.008562,0.060522,-0.014240,-0.008086,-0.009374,-0.037409,4.782405,1.929155,0.047236,0.042864,0.042863,0.031914,0.068420,0.068421,0.062927,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8.000000,0.101929,-0.001438,0.009319,0.002357,-0.023450,14.034057,2.210659,81.227338,-0.079003,-0.214137,0.264761,0.250000,0.040736,-0.002489,0.008873,-0.004829,6.000000,0.000000,0.885884,0.000000,0.103232,-3.553627,-0.515991,-81.254491,0.006810,0.008874,-0.007153,-0.001051,-0.000447,0.076649,-0.002627,-0.057651,0.008562,0.060522,-0.014240,-0.008086,-0.009374,-0.037409,4.782575,1.929591,0.060006,0.056019,0.056017,0.038459,0.081609,0.081611,0.074447,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8.500000,0.101928,-0.001396,0.009054,0.002290,0.020746,14.034470,2.208149,81.237397,0.077167,0.521086,-0.050451,0.250000,0.032208,-0.001481,0.004282,-0.000544,7.000000,0.000000,0.113314,0.000000,0.037926,-3.569752,-0.515478,-81.269821,0.007978,0.004283,-0.002908,-0.000085,-0.004772,0.082447,-0.007114,-0.050304,0.008533,0.060666,-0.014198,-0.007931,-0.009411,-0.037386,4.781906,1.929331,0.056678,0.042573,0.042572,0.031166,0.071104,0.071104,0.065014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
9.000000,0.101929,-0.001421,0.009230,0.002335,0.022148,14.034941,2.205588,81.247702,-0.500101,-0.070887,-0.050451,0.250000,0.033194,-0.002059,0.005084,-0.000568,7.000000,0.000000,0.113314,0.000000,0.037926,-3.568636,-0.514428,-81.285848,0.007577,0.005085,-0.002976,-0.000638,-0.004147,0.086874,-0.007364,-0.052470,0.008533,0.060666,-0.014198,-0.007931,-0.009411,-0.037386,4.782080,1.929778,0.067894,0.055519,0.055515,0.037336,0.083446,0.083447,0.075525,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
9.500000,0.101929,-0.001445,0.009399,0.002378,0.021160,14.035354,2.203061,81.257836,-0.107467,-0.116766,0.099134,0.250000,0.037170,-0.000928,-0.000157,-0.001277,8.000000,0.000000,0.066661,0.000000,0.022966,-3.573411,-0.513940,-81.295748,0.008499,-0.000156,-0.003633,0.000517,-0.009556,0.092505,-0.010092,-0.057627,0.008508,0.060671,-0.014204,-0.007819,-0.009414,-0.037196,4.781474,1.929514,0.053594,0.042425,0.042422,0.030656,0.072912,0.072913,0.066309,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
10.000000,0.101929,-0.001468,0.009560,0.002418,0.017707,14.035618,2.200383,81.268461,-0.685919,0.977910,0.099134,0.250000,0.037712,-0.001757,0.001946,-0.001049,8.000000,0.000000,0.066661,0.000000,0.022966,-3.572710,-0.512958,-81.311648,0.007411,0.001947,-0.003340,-0.000288,-0.007614,0.096527,-0.008225,-0.059349,0.008508,0.060671,-0.014204,-0.007819,-0.009414,-0.037196,4.781652,1.929970,0.065235,0.055264,0.055258,0.036557,0.084738,0.084738,0.076141,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
10.500000,0.805934,-0.100126,0.797373,-1.414144,0.046821,-4.487984,-0.581930,80.909335,-0.781915,-0.209777,0.230612,0.250000,0.682734,-0.088181,0.715029,-1.511637,9.000000,0.000000,0.448204,0.000000,0.005885,-3.595774,-0.532104,-81.151536,0.724114,0.688131,-0.095718,0.011945,-0.082345,0.389267,0.268572,-0.096603,0.008491,0.060732,-0.014229,-0.007775,-0.009433,-0.037120,4.780052,1.929411,0.240176,0.067111,0.119342,0.122887,0.077157,0.089680,0.073685,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11.000000,1.562804,-0.047742,0.340808,-1.330843,0.047917,-3.896009,-0.416792,80.904936,-1.068579,0.033203,0.230612,0.250000,1.436712,-0.033468,0.243254,-1.503104,9.000000,0.000000,0.448204,0.000000,0.005885,-3.556797,-0.534059,-81.175824,0.317954,0.236363,-0.171177,0.014273,-0.097554,0.647182,0.496204,-0.163573,0.008491,0.060732,-0.014229,-0.007775,-0.009433,-0.037120,4.780038,1.929848,0.232040,0.076367,0.099816,0.227896,0.097969,0.131106,0.138918,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11.500000,2.287859,-0.027681,0.095064,-1.406004,0.049730,-1.885785,-0.083721,80.898005,-0.067378,0.053154,1.286945,0.250000,2.103925,-0.014971,0.006486,-1.502543,10.000000,0.000000,0.929992,0.000000,0.005885,-1.431298,-0.495772,-81.298149,0.086335,0.018554,-0.096036,0.012710,-0.088578,0.741260,0.605892,-0.132557,0.007883,0.021524,-0.006918,-0.007789,-0.009452,-0.037089,4.238744,1.929713,0.189167,0.088739,0.090762,0.280342,0.128886,0.161219,0.227143,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
12.000000,2.989230,-0.026208,0.032545,-1.370133,0.044786,0.133272,0.024308,80.906555,0.165836,0.052423,1.286945,0.250000,2.855419,-0.011664,-0.077995,-1.499372,10.000000,0.000000,0.929992,0.000000,0.005885,-1.435421,-0.500440,-81.316842,0.023933,-0.057181,-0.128791,0.014545,-0.110540,0.761981,0.589239,-0.188965,0.007883,0.021524,-0.006918,-0.007789,-0.009452,-0.037089,4.238891,1.930188,0.186028,0.099005,0.090095,0.359086,0.167587,0.197569,0.382054,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
12.500000,3.657098,-0.028953,0.080993,-1.290334,0.046803,0.755703,0.040691,80.917558,-0.487487,-0.698574,3.048667,0.250000,3.649486,-0.011200,-0.047807,-1.497188,11.000000,0.000000,0.014460,0.000000,0.005885,-1.859459,-0.513229,-81.317104,0.071879,-0.031797,-0.206424,0.017753,-0.128800,0.785393,0.549345,-0.321395,0.008014,0.029274,-0.008356,-0.007788,-0.009448,-0.037095,2.389320,1.928975,0.133245,0.108226,0.095386,0.237836,0.211570,0.192419,0.300093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
13.000000,4.306718,-0.031084,0.127457,-1.249403,0.048176,0.341912,0.020674,80.927849,-0.041726,0.019079,3.048667,0.250000,4.399387,-0.011106,-0.014790,-1.497596,11.000000,0.000000,0.014460,0.000000,0.005885,-1.856177,-0.515679,-81.332448,0.119033,-0.004054,-0.247643,0.019978,-0.142247,0.834828,0.541515,-0.435164,0.008014,0.029274,-0.008356,-0.007788,-0.009448,-0.037095,2.389736,1.929471,0.139566,0.119513,0.107856,0.282860,0.261804,0.232152,0.426963,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
13.500000,5.014801,-0.027928,0.101387,-1.418329,0.045313,-0.678215,-0.067346,80.938747,-0.188043,-0.408060,4.156698,0.250000,4.855856,-0.011664,-0.063976,-1.502835,12.000000,0.000000,0.533891,0.000000,0.005885,-0.409951,-0.479131,-81.403657,0.093403,-0.052324,-0.084248,0.016263,-0.165363,0.880087,0.584301,-0.200960,0.007480,0.002748,-0.003453,-0.007786,-0.009461,-0.037075,1.349984,1.929265,0.124355,0.133863,0.121247,0.165569,0.318695,0.269703,0.279558,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14.000000,5.730972,-0.024405,0.076802,-1.400611,0.048806,0.136633,-0.003595,80.948543,0.048228,0.153137,4.156698,0.250000,5.607459,-0.005971,-0.111355,-1.499649,12.000000,0.000000,0.533891,0.000000,0.005885,-0.409512,-0.482555,-81.419708,0.072656,-0.099243,-0.098963,0.018435,-0.188157,0.918956,0.543357,-0.246984,0.007480,0.002748,-0.003453,-0.007786,-0.009461,-0.037075,1.350745,1.929774,0.130174,0.145848,0.134777,0.186861,0.382356,0.325950,0.364326,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14.500000,6.493393,-0.022043,0.082613,-1.532306,0.046950,0.009284,-0.037636,80.958667,-0.060133,-0.210556,5.352694,0.250000,6.082638,-0.006009,-0.135977,-1.502633,13.000000,0.000000,0.732479,0.000000,0.005885,0.427636,-0.454391,-81.468658,0.077862,-0.127068,0.029690,0.016034,-0.218589,0.944756,0.513864,0.028495,0.007028,-0.012648,-0.000622,-0.007782,-0.009469,-0.037063,0.933495,1.929968,0.131099,0.160259,0.148575,0.121565,0.452651,0.388410,0.253070,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15.000000,7.270314,-0.020559,0.100858,-1.527561,0.052341,0.415062,0.011540,80.969131,-0.057127,-0.082478,5.352694,0.250000,6.834019,-0.002323,-0.143332,-1.499285,13.000000,0.000000,0.732479,0.000000,0.005885,0.427087,-0.457481,-81.484127,0.098637,-0.138746,0.028138,0.018236,-0.244190,0.987743,0.445739,0.042711,0.007028,-0.012648,-0.000622,-0.007782,-0.009469,-0.037063,0.934651,1.930507,0.137268,0.173136,0.162707,0.133988,0.529638,0.459571,0.313229,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15.500000,8.027973,-0.024144,0.149863,-1.466198,0.045985,0.669884,0.068336,80.980928,-0.179728,-0.132820,7.183645,0.250000,7.720669,-0.001274,-0.114024,-1.497027,14.000000,0.000000,0.274057,0.000000,0.005885,0.137797,-0.479561,-81.488813,0.148508,-0.113593,-0.030902,0.022870,-0.263887,1.056659,0.375921,-0.101367,0.007330,-0.007337,-0.001595,-0.007785,-0.009467,-0.037067,0.756387,1.930725,0.141732,0.185747,0.176805,0.097095,0.612348,0.537790,0.232345,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
16.000000,8.782782,-0.028678,0.198593,-1.460861,0.051809,0.486170,0.044384,80.990660,-0.478795,0.045640,7.183645,0.250000,8.470555,-0.003125,-0.088020,-1.497700,14.000000,0.000000,0.274057,0.000000,0.005885,0.141059,-0.481755,-81.504600,0.195995,-0.090710,-0.036989,0.025553,-0.286613,1.143632,0.325314,-0.118604,0.007330,-0.007337,-0.001595,-0.007785,-0.009467,-0.037067,0.757905,1.931282,0.147967,0.199723,0.191671,0.106423,0.701704,0.623439,0.278942,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
16.500000,9.561182,-0.029111,0.229148,-1.512171,0.051335,0.300648,-0.011702,81.000800,-0.488105,-0.932787,8.340754,0.250000,9.068470,-0.003330,-0.086775,-1.499239,15.000000,0.000000,0.482059,0.000000,0.005885,0.387994,-0.452355,-81.530209,0.226335,-0.093738,0.012726,0.025781,-0.315923,1.238469,0.278692,0.034236,0.006814,-0.011820,-0.000774,-0.007783,-0.009469,-0.037064,0.673737,1.931337,0.153533,0.214789,0.206842,0.083216,0.798051,0.716606,0.217197,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
17.000000,10.347624,-0.029220,0.256932,-1.508732,0.045770,0.393073,0.026716,81.011576,-0.251339,-0.001821,8.340754,0.250000,9.818903,-0.000408,-0.083107,-1.498085,15.000000,0.000000,0.482059,0.000000,0.005885,0.388149,-0.455305,-81.546125,0.256605,-0.094322,0.010532,0.028812,-0.340039,1.359208,0.231039,0.039788,0.006814,-0.011820,-0.000774,-0.007783,-0.009469,-0.037064,0.675491,1.931923,0.159427,0.229674,0.222475,0.090582,0.901747,0.817406,0.255803,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
17.500000,11.131423,-0.032926,0.291477,-1.492569,0.049701,0.441089,0.062946,81.021392,-0.239449,0.026200,10.030701,0.250000,10.609719,-0.000071,-0.070660,-1.497550,16.000000,0.000000,0.044809,0.000000,0.005885,0.337061,-0.470074,-81.559510,0.291673,-0.083609,-0.005091,0.032854,-0.362137,1.500634,0.188002,-0.001497,0.007012,-0.010869,-0.000949,-0.007783,-0.009468,-0.037064,0.631937,1.931737,0.164969,0.244863,0.238308,0.074742,1.012437,0.925917,0.205987,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
18.000000,11.916613,-0.037416,0.325711,-1.489501,0.048728,0.405899,0.052498,81.032003,-1.257748,0.012708,10.030701,0.250000,11.359656,-0.001126,-0.059836,-1.497398,16.000000,0.000000,0.044809,0.000000,0.005885,0.339117,-0.472565,-81.575608,0.325289,-0.073617,-0.008073,0.036290,-0.385548,1.655201,0.148648,-0.005043,0.007012,-0.010869,-0.000949,-0.007783,-0.009468,-0.037064,0.633894,1.932344,0.170775,0.260710,0.254749,0.081097,1.130843,1.042431,0.239601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
18.500000,12.717643,-0.038418,0.355672,-1.521829,0.051446,0.358024,-0.004354,81.041740,-0.295467,-0.015692,11.269472,0.250000,11.998194,-0.000940,-0.058368,-1.498706,17.000000,0.000000,0.411861,0.000000,0.005885,0.457175,-0.432175,-81.596318,0.355326,-0.075695,0.022918,0.037478,-0.414040,1.810169,0.102040,0.114286,0.006288,-0.013001,-0.000552,-0.007785,-0.009468,-0.037063,0.609857,1.931842,0.176423,0.277348,0.271584,0.069408,1.256975,1.167035,0.197675,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
19.000000,13.525248,-0.039335,0.384679,-1.519527,0.045801,0.382882,0.040062,81.052929,-0.375385,0.011687,11.269472,0.250000,12.748473,0.001999,-0.053167,-1.497670,17.000000,0.000000,0.411861,0.000000,0.005885,0.458286,-0.435043,-81.612258,0.387068,-0.074118,0.021680,0.041333,-0.437846,1.996040,0.064136,0.125193,0.006288,-0.013001,-0.000552,-0.007785,-0.009468,-0.037063,0.611944,1.932478,0.182009,0.294099,0.288849,0.075032,1.391415,1.300096,0.228043,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
19.500000,14.314325,-0.048694,0.415755,-1.462001,0.049388,0.403781,0.163959,81.063755,-0.608098,0.347276,13.288500,0.250000,13.688692,0.001327,-0.036454,-1.496428,18.000000,0.000000,1.400235,0.000000,0.005885,0.294657,-0.527077,-81.620933,0.418654,-0.053092,-0.034613,0.050021,-0.452209,2.232009,0.054282,-0.075661,0.007819,-0.009962,-0.001131,-0.007777,-0.009469,-0.037065,0.598068,1.931677,0.187369,0.310759,0.306246,0.065915,1.533505,1.441490,0.191475,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
20.000000,15.099589,-0.058836,0.445214,-1.458663,0.048516,0.357415,0.083307,81.073834,-0.729431,-0.383637,13.288500,0.250000,14.438278,-0.004676,-0.029543,-1.497057,18.000000,0.000000,1.400235,0.000000,0.005885,0.297017,-0.528737,-81.637370,0.443485,-0.040494,-0.038606,0.054159,-0.474757,2.447689,0.031138,-0.094212,0.007819,-0.009962,-0.001131,-0.007777,-0.009469,-0.037065,0.600317,1.932326,0.192976,0.328455,0.324351,0.071154,1.684268,1.591740,0.219696,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
20.500000,15.920131,-0.086412,1.140603,-1.469119,0.054147,14.315910,0.456883,81.117334,-1.136995,0.092472,14.380897,0.250000,15.099836,-0.029543,0.608410,-1.491594,19.000000,0.000000,0.326368,0.000000,0.005885,0.372368,-0.482916,-81.653603,1.095139,0.520568,-0.022790,0.056868,-0.532193,2.754174,0.084936,-0.019796,0.006999,-0.011132,-0.000901,-0.007782,-0.009468,-0.037064,0.591534,1.931438,0.198012,0.346694,0.342832,0.063508,1.843522,1.750802,0.186871,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
21.000000,16.878167,-0.125407,2.483774,-1.462593,0.054309,16.005528,0.484668,81.135745,-2.491197,0.196095,14.380897,0.250000,15.847173,-0.064497,1.927135,-1.494198,19.000000,0.000000,0.326368,0.000000,0.005885,0.360228,-0.481904,-81.669584,2.402953,1.671861,-0.031740,0.060910,-0.556639,3.623919,0.628423,-0.033731,0.006999,-0.011132,-0.000901,-0.007782,-0.009468,-0.037064,0.593694,1.932162,0.203314,0.365312,0.361770,0.068603,2.012054,1.919204,0.213545,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
21.500000,17.990475,-0.165255,3.844692,-1.424841,0.053980,16.188114,0.542379,81.163021,-3.778378,0.463916,16.231636,0.250000,16.704708,-0.097844,3.269523,-1.494777,20.000000,0.000000,0.565797,0.000000,0.005885,0.288763,-0.547174,-6.069850,0.616183,0.322134,-0.070050,0.067411,-0.575170,3.313024,0.058775,-0.172242,0.008147,-0.009874,-0.001156,-0.007724,-0.009472,-0.037065,0.588328,1.930947,0.208529,0.384141,0.381022,0.062816,2.189269,2.096956,0.183370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
22.000000,19.262643,-0.206939,5.172882,-1.416249,0.052250,16.203868,0.550004,81.176178,-4.913989,0.513198,16.231636,0.250000,17.453713,-0.136494,4.579057,-1.496454,20.000000,0.000000,0.565797,0.000000,0.005885,0.289830,-0.545486,-6.085759,0.660755,0.460079,-0.080240,0.070444,-0.593824,3.632515,0.254758,-0.210116,0.008147,-0.009874,-0.001156,-0.007724,-0.009472,-0.037065,0.590686,1.931660,0.213760,0.403752,0.400828,0.068372,2.376221,2.284312,0.209152,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
22.500000,20.717411,-0.245714,6.442820,-1.472636,0.054718,15.929421,0.457643,81.160056,-6.779179,0.466847,17.194407,0.250000,18.028263,-0.279182,6.228453,-1.499091,21.000000,1.000000,1.334261,3.303536,0.005885,0.600959,-0.439030,-0.445325,0.191178,-0.015104,-0.026503,-0.033468,-0.214367,1.423483,-0.355475,-0.053822,0.007324,-0.011733,-0.000816,-0.012019,-0.008312,-0.037106,0.535622,1.784212,0.218963,0.202077,0.160402,0.061147,0.883148,0.672893,0.179917,-2.503024,-0.369838,5.909824,-0.656121,-0.577607,0.347900,
