Time ,gndAlt,velLL X  ,velLL Y  ,velLL Z  ,r,Roll ,Pitch,Yaw  ,gps_velN,gps_velE,Baro Altitude,Baro Altitude RMS,Nav Alt,Nav velLL X,Nav velLL Y,Nav velLL Z,Baro Update Count,GPS Update Count,Baro Chi2,GPS Chi2,Ground Align Chi2,Roll Error,Pitch Error,Yaw Error,Vel N Error,Vel E Error,Vel D Error,velLL X Error,velLL Y Error,N Error (m),E Error (m),Alt Error (m),Acc Bias X Error,Acc Bias Y Error,Acc Bias Z Error,Gyro Bias X Error,Gyro Bias Y Error,Gyro Bias Z Error,Roll Stdev,Pitch Stdev,Yaw Stdev,VN Stdev,VE Stdev,VD Stdev,N Stdev,E Stdev,Alt Stdev,GPSResidual[GPS_N],GPSResidual[GPS_E],GPSResidual[GPS_ALT],GPSResidual[GPS_VN],GPSResidual[GPS_VE],GPSResidual[GPS_VD],
5.500000,0.101928,-0.001443,0.009293,0.002351,0.012105,14.032114,2.223682,81.175244,-0.095528,-0.201451,-0.132546,0.250000,-0.006774,-0.001001,0.003443,0.003840,4.000000,0.000000,0.268169,0.000000,0.055944,-3.555979,-0.523230,-81.186651,0.008689,0.003443,0.001417,0.000442,-0.005850,0.053284,-0.005076,-0.004235,0.008694,0.060844,-0.014066,-0.008349,-0.009391,-0.037810,4.787528,1.928998,0.041732,0.044600,0.044604,0.035152,0.059048,0.059051,0.055090,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
6.000000,0.101929,-0.001463,0.009436,0.002387,0.028539,14.032491,2.221072,81.185677,-0.026790,0.055769,-0.132546,0.250000,-0.008852,-0.001627,0.005343,0.004458,4.000000,0.000000,0.268169,0.000000,0.055944,-3.554528,-0.522196,-81.202916,0.007411,0.005343,0.002199,-0.000163,-0.004093,0.057339,-0.001663,-0.003338,0.008694,0.060844,-0.014066,-0.008349,-0.009391,-0.037810,4.787691,1.929402,0.055682,0.058978,0.058985,0.043242,0.075921,0.075928,0.070435,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
6.500000,0.101928,-0.001485,0.009585,0.002425,0.042420,14.032886,2.218500,81.195970,-0.339068,0.038751,0.021239,0.250000,-0.005439,-0.002228,0.010612,0.003193,5.000000,0.000000,0.011019,0.000000,0.018099,-3.552859,-0.522109,-81.215767,0.007405,0.010613,0.000786,-0.000743,0.001027,0.062415,-0.001670,-0.007932,0.008677,0.060718,-0.014114,-0.008294,-0.009388,-0.037710,4.785992,1.929070,0.050050,0.043432,0.043433,0.033099,0.064522,0.064524,0.059729,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
7.000000,0.101928,-0.001449,0.009369,0.002370,0.007544,14.033208,2.215948,81.206140,-0.009725,-0.000504,0.021239,0.250000,-0.006996,-0.003269,0.014835,0.003923,5.000000,0.000000,0.011019,0.000000,0.018099,-3.551685,-0.521154,-81.232047,0.006151,0.014837,0.001570,-0.001820,0.005467,0.065944,0.004717,-0.007556,0.008677,0.060718,-0.014114,-0.008294,-0.009388,-0.037710,4.786160,1.929491,0.062343,0.056993,0.056993,0.040213,0.079100,0.079103,0.072764,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
7.500000,0.101928,-0.001473,0.009530,0.002411,0.016517,14.033686,2.213300,81.216790,0.146820,0.457845,-0.269398,0.250000,-0.019464,-0.001604,0.005631,0.005804,6.000000,0.000000,1.068262,0.000000,0.088538,-3.576686,-0.522153,-81.238624,0.007537,0.005632,0.003519,-0.000132,-0.003899,0.072421,-0.004019,0.003731,0.008656,0.060907,-0.014125,-0.008095,-0.009375,-0.037409,4.785688,1.929272,0.047236,0.042863,0.042862,0.031914,0.068420,0.068421,0.062928,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8.000000,0.101929,-0.001438,0.009319,0.002357,-0.023450,14.034057,2.210659,81.227338,-0.025482,-0.016637,-0.269398,0.250000,-0.021947,-0.002486,0.008567,0.006635,6.000000,0.000000,1.068262,0.000000,0.088538,-3.575499,-0.521090,-81.254487,0.006814,0.008568,0.004310,-0.001047,-0.000752,0.076651,-0.002669,0.005032,0.008656,0.060907,-0.014125,-0.008095,-0.009375,-0.037409,4.785861,1.929708,0.060006,0.056018,0.056015,0.038459,0.081609,0.081611,0.074447,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8.500000,0.101928,-0.001396,0.009054,0.002290,0.020746,14.034470,2.208149,81.237397,-0.286416,-0.325472,0.068124,0.250000,-0.011435,-0.001479,0.004290,0.002011,7.000000,0.000000,0.106775,0.000000,0.044095,-3.577783,-0.521154,-81.269817,0.007980,0.004290,-0.000353,-0.000084,-0.004765,0.082447,-0.007015,-0.006661,0.008633,0.060830,-0.014192,-0.007946,-0.009411,-0.037386,4.785400,1.929477,0.056678,0.042573,0.042571,0.031166,0.071104,0.071105,0.065015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
9.000000,0.101929,-0.001421,0.009230,0.002335,0.022148,14.034941,2.205588,81.247702,-0.197024,0.047833,0.068124,0.250000,-0.011774,-0.002057,0.005190,0.002176,7.000000,0.000000,0.106775,0.000000,0.044095,-3.576659,-0.520105,-81.285843,0.007579,0.005191,-0.000232,-0.000636,-0.004040,0.086875,-0.007237,-0.007502,0.008633,0.060830,-0.014192,-0.007946,-0.009411,-0.037386,4.785578,1.929925,0.067894,0.055519,0.055515,0.037336,0.083446,0.083447,0.075526,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
9.500000,0.101929,-0.001445,0.009399,0.002378,0.021160,14.035354,2.203061,81.257836,0.241613,0.652205,-0.030227,0.250000,-0.011866,-0.000926,-0.000001,0.001073,8.000000,0.000000,0.005901,0.000000,0.024966,-3.585475,-0.520258,-81.295744,0.008501,-0.000001,-0.001284,0.000519,-0.009401,0.092505,-0.009980,-0.008591,0.008619,0.060909,-0.014219,-0.007831,-0.009414,-0.037196,4.784932,1.929647,0.053594,0.042425,0.042422,0.030656,0.072912,0.072913,0.066310,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
10.000000,0.101929,-0.001468,0.009560,0.002418,0.017707,14.035618,2.200383,81.268461,-0.009337,0.046134,-0.030227,0.250000,-0.012537,-0.001754,0.002231,0.001452,8.000000,0.000000,0.005901,0.000000,0.024966,-3.584768,-0.519278,-81.311643,0.007415,0.002233,-0.000840,-0.000285,-0.007329,0.096528,-0.008002,-0.009100,0.008619,0.060909,-0.014219,-0.007831,-0.009414,-0.037196,4.785114,1.930104,0.065235,0.055264,0.055258,0.036557,0.084738,0.084738,0.076142,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
